,Never,Rarely,Sometimes,Frequently,Always,Rural Code,Urban Code,Per Less than HS,Per Only HS,Per Some College,Per Bachelors or Higher,Population,Unemployment Rate,Per of Median HH Income,Per in Poverty,Per of Cases,Per of Deaths
0,0.053,0.074,0.134,0.295,0.444,2.0,2.0,0.113,0.326,0.284,0.27699999999999997,55869,0.027000000000000003,1.1248188781738282,0.121,0.01843598417727183,0.00037587928905117327
1,0.083,0.059,0.098,0.323,0.436,3.0,2.0,0.09699999999999999,0.276,0.313,0.313,223234,0.027000000000000003,1.156458282470703,0.10099999999999999,0.014074916903339098,9.855129594954174e-05
2,0.067,0.121,0.12,0.201,0.491,6.0,6.0,0.27,0.35700000000000004,0.251,0.122,24686,0.038,0.6948291778564453,0.271,0.024386291825326097,0.00020254395203759217
3,0.02,0.034,0.096,0.278,0.572,1.0,1.0,0.168,0.473,0.244,0.115,22394,0.031,0.9255760955810547,0.203,0.01643297311779941,8.930963650977941e-05
4,0.053,0.114,0.18,0.194,0.459,1.0,1.0,0.198,0.34,0.335,0.126,57826,0.027000000000000003,1.0218462371826171,0.163,0.013696261197385259,5.1879777262822954e-05
5,0.031,0.04,0.144,0.286,0.5,6.0,6.0,0.248,0.397,0.223,0.133,10101,0.036000000000000004,0.6162909698486329,0.3,0.04385704385704386,0.001188001188001188
6,0.102,0.053,0.257,0.137,0.451,6.0,6.0,0.154,0.439,0.24600000000000002,0.161,19448,0.036000000000000004,0.7715516662597657,0.21600000000000003,0.038924310983134515,0.001851090086384204
7,0.152,0.108,0.13,0.167,0.442,3.0,2.0,0.159,0.324,0.337,0.18,113605,0.035,0.9222731018066406,0.172,0.013027595616390124,7.92218652348048e-05
8,0.117,0.037,0.15,0.136,0.56,6.0,5.0,0.18600000000000003,0.384,0.297,0.132,33254,0.028999999999999998,0.8115547180175782,0.196,0.025891622060504,0.0011427196728213147
9,0.135,0.027,0.161,0.158,0.52,6.0,6.0,0.198,0.38299999999999995,0.29,0.129,26196,0.028999999999999998,0.8881806182861328,0.159,0.009276225377920293,0.00030539013589861045
10,0.06,0.07,0.058,0.194,0.618,1.0,1.0,0.17800000000000002,0.441,0.24,0.142,44428,0.027000000000000003,0.9598423767089844,0.16,0.01604843792203115,0.00013504996848834067
11,0.049,0.038,0.126,0.219,0.568,9.0,10.0,0.18600000000000003,0.382,0.302,0.13,12589,0.047,0.7689247131347656,0.226,0.021923901819048377,0.0009532131225673207
12,0.049,0.088,0.164,0.268,0.43,7.0,11.0,0.188,0.43700000000000006,0.249,0.126,23622,0.057999999999999996,0.8464584350585938,0.184,0.021124375582084496,0.000381000762001524
13,0.148,0.158,0.195,0.169,0.329,9.0,10.0,0.245,0.363,0.29100000000000004,0.102,13235,0.03,0.7834888458251953,0.166,0.015413675859463544,0.00037778617302606723
14,0.151,0.125,0.138,0.217,0.368,8.0,4.0,0.226,0.396,0.24100000000000002,0.13699999999999998,14910,0.032,0.9904386901855469,0.133,0.007578806170355466,6.70690811535882e-05
15,0.101,0.152,0.094,0.186,0.466,4.0,5.0,0.138,0.27899999999999997,0.349,0.23399999999999999,52342,0.028999999999999998,1.1067779541015625,0.15,0.013755683772114172,9.552558175079286e-05
16,0.082,0.096,0.152,0.159,0.51,3.0,2.0,0.156,0.36,0.297,0.187,55241,0.037000000000000005,0.9017210388183594,0.146,0.019315363588638872,0.0001991274596766894
17,0.099,0.052,0.259,0.192,0.399,7.0,11.0,0.192,0.488,0.213,0.107,12067,0.04,0.8023603820800781,0.222,0.031242230877600065,0.0008287063893262617
18,0.055,0.131,0.167,0.263,0.384,8.0,3.0,0.204,0.386,0.295,0.11599999999999999,10663,0.03,0.8117285919189453,0.171,0.009003094813842259,0.00018756447528838038
19,0.187,0.128,0.129,0.201,0.356,6.0,6.0,0.171,0.354,0.325,0.149,37049,0.034,0.8660446929931641,0.172,0.021242138789171097,0.0005668169181354423
20,0.06,0.091,0.199,0.233,0.416,8.0,6.0,0.21600000000000003,0.38799999999999996,0.24,0.156,13772,0.027999999999999997,0.8365494537353516,0.168,0.021347661922741797,0.0002904443799012489
21,0.13,0.024,0.249,0.217,0.379,4.0,3.0,0.182,0.35600000000000004,0.324,0.13699999999999998,83768,0.026000000000000002,0.9831179809570313,0.122,0.013776143634800878,0.00013131506064368255
22,0.089,0.113,0.118,0.22,0.46,4.0,5.0,0.142,0.327,0.361,0.17,49172,0.031,0.8715303802490234,0.18100000000000002,0.01588302285853738,0.00036606198649638007
23,0.095,0.1,0.159,0.122,0.524,4.0,5.0,0.193,0.35200000000000004,0.304,0.151,37196,0.055,0.6573950958251953,0.26,0.035971609850521565,0.0006183460587159909
24,0.084,0.051,0.106,0.179,0.58,6.0,6.0,0.259,0.33299999999999996,0.281,0.127,71513,0.027999999999999997,0.8552471160888672,0.182,0.02354816606770797,0.00016780165843972424
25,0.042,0.095,0.127,0.252,0.485,2.0,2.0,0.136,0.32799999999999996,0.29,0.245,81209,0.026000000000000002,1.2035695648193359,0.114,0.01997315568471475,0.00045561452548362863
26,0.114,0.026,0.188,0.285,0.387,6.0,6.0,0.185,0.445,0.244,0.127,36633,0.035,0.8250178527832032,0.205,0.027843747440832036,0.0004094668741298829
27,0.096,0.103,0.178,0.122,0.501,3.0,2.0,0.155,0.32899999999999996,0.33899999999999997,0.177,102268,0.033,0.8314886474609375,0.188,0.018950209254116633,0.00023467751398286853
28,0.138,0.048,0.151,0.233,0.429,6.0,6.0,0.17600000000000002,0.415,0.27899999999999997,0.129,16302,0.031,0.8539916229248047,0.17,0.010734879155931788,0.0003067108330266225
29,0.065,0.071,0.223,0.156,0.484,6.0,6.0,0.23199999999999998,0.368,0.271,0.129,31362,0.027999999999999997,0.8667787170410156,0.161,0.03752949429245584,0.0006377144314775843
30,0.176,0.131,0.089,0.158,0.445,3.0,2.0,0.209,0.37200000000000005,0.308,0.111,26271,0.028999999999999998,0.8322999572753906,0.161,0.008602641696166875,3.8064786266225115e-05
31,0.03,0.053,0.127,0.167,0.623,8.0,6.0,0.24100000000000002,0.368,0.29,0.10099999999999999,8111,0.055999999999999994,0.5543450927734375,0.317,0.029836025151029465,0.0013561829614104303
32,0.026,0.061,0.084,0.191,0.639,3.0,2.0,0.16399999999999998,0.426,0.26899999999999996,0.141,14651,0.039,0.7870236206054687,0.205,0.03119241007439765,0.0017063681659954951
33,0.066,0.068,0.17,0.258,0.438,3.0,2.0,0.198,0.335,0.287,0.18,17205,0.036000000000000004,0.9386915588378906,0.172,0.014530659691950014,0.00023249055507120023
34,0.085,0.079,0.135,0.268,0.433,3.0,2.0,0.14300000000000002,0.316,0.33,0.21,105882,0.03,0.968457260131836,0.19399999999999998,0.012400596890878525,0.0001322226629644321
35,0.092,0.089,0.11,0.249,0.46,6.0,5.0,0.175,0.408,0.275,0.142,51626,0.033,0.8561163330078125,0.147,0.015399217448572425,9.685042420485802e-05
36,0.049,0.037,0.107,0.179,0.628,1.0,1.0,0.10300000000000001,0.268,0.306,0.324,658573,0.028999999999999998,1.0455081176757812,0.162,0.017735315599030025,0.00034468464391950473
37,0.107,0.045,0.132,0.189,0.527,8.0,7.0,0.17600000000000002,0.39899999999999997,0.3,0.125,13805,0.031,0.8245156860351562,0.153,0.01419775443679826,0.00014487504527345164
38,0.093,0.119,0.141,0.179,0.469,3.0,2.0,0.126,0.36,0.275,0.239,92729,0.033,0.9307913970947266,0.157,0.011172340907375254,0.00012940935413948172
39,0.162,0.08,0.088,0.251,0.419,3.0,2.0,0.21,0.415,0.258,0.11699999999999999,32924,0.031,0.9232389068603516,0.177,0.009203012999635524,0.0
40,0.053,0.064,0.138,0.183,0.562,3.0,2.0,0.095,0.24100000000000002,0.32299999999999995,0.341,164542,0.027000000000000003,1.0461455535888673,0.155,0.015783204288266826,0.00026133145336752924
41,0.102,0.034,0.133,0.336,0.395,2.0,2.0,0.157,0.303,0.285,0.255,98915,0.026000000000000002,1.2502945709228515,0.12,0.011899105292422787,0.0001314259717939645
42,0.12,0.073,0.145,0.199,0.464,2.0,2.0,0.225,0.386,0.248,0.141,9726,0.057,0.6553861999511719,0.266,0.05726917540612791,0.0026732469668928646
43,0.008,0.033,0.241,0.172,0.545,6.0,6.0,0.183,0.301,0.309,0.207,18068,0.043,0.6621660614013671,0.293,0.017378791233119327,0.0006641576267434137
44,0.062,0.05,0.123,0.177,0.589,2.0,2.0,0.08900000000000001,0.20800000000000002,0.28600000000000003,0.41700000000000004,372909,0.025,1.325240020751953,0.115,0.01316943275705333,8.044858128926897e-05
45,0.033,0.151,0.118,0.186,0.512,7.0,11.0,0.162,0.39799999999999996,0.28600000000000003,0.154,18863,0.035,0.7501882934570312,0.248,0.02714308434501405,0.0007421937125589779
46,0.129,0.064,0.246,0.207,0.353,7.0,11.0,0.203,0.348,0.317,0.131,29709,0.034,0.8629348754882813,0.16899999999999998,0.018782187215995155,0.0008078360092901141
47,0.075,0.064,0.129,0.253,0.479,4.0,5.0,0.191,0.311,0.305,0.192,96774,0.025,0.9447953796386719,0.157,0.03024572715812098,0.00032033397400128133
48,0.077,0.07,0.102,0.244,0.506,2.0,2.0,0.138,0.335,0.298,0.22899999999999998,413210,0.037000000000000005,0.9559792327880859,0.177,0.020623895839887708,0.0004694949299387721
49,0.112,0.041,0.182,0.288,0.378,7.0,11.0,0.163,0.461,0.235,0.141,20733,0.049,0.7727298736572266,0.233,0.020932812424637053,0.0001929291467708484
50,0.056,0.095,0.123,0.212,0.513,2.0,2.0,0.14400000000000002,0.255,0.28,0.321,226486,0.031,1.0181568908691405,0.158,0.027326192347429862,0.0006358008883551301
51,0.078,0.077,0.082,0.304,0.459,3.0,2.0,0.16699999999999998,0.29600000000000004,0.32,0.217,119679,0.026000000000000002,1.049912109375,0.13699999999999998,0.01829059400563173,0.00012533527185220464
52,0.025,0.084,0.087,0.187,0.618,8.0,4.0,0.21899999999999997,0.39399999999999996,0.22899999999999998,0.157,8923,0.052000000000000005,0.5712078094482422,0.33899999999999997,0.04953490978370503,0.0003362097949120251
53,0.031,0.06,0.169,0.157,0.584,3.0,2.0,0.19399999999999998,0.36700000000000005,0.304,0.135,19930,0.035,0.7774429321289062,0.243,0.01836427496236829,0.0005017561465127947
54,0.06,0.131,0.145,0.333,0.33,6.0,5.0,0.19,0.33299999999999996,0.242,0.23600000000000002,33114,0.033,0.7971837615966797,0.218,0.019870749531920032,0.0002113909524672344
55,0.158,0.226,0.105,0.144,0.368,6.0,4.0,0.212,0.363,0.275,0.149,22722,0.03,0.8290741729736328,0.175,0.017428043306047004,0.00048411231405686117
56,0.069,0.067,0.08,0.213,0.57,2.0,2.0,0.16699999999999998,0.32299999999999995,0.345,0.165,57961,0.028999999999999998,0.8435224151611328,0.18899999999999997,0.020910612308276254,1.725298045237315e-05
57,0.027,0.134,0.144,0.2,0.495,1.0,1.0,0.152,0.36,0.32299999999999995,0.165,89512,0.027000000000000003,1.2633134460449218,0.11199999999999999,0.013942264724282777,0.00012288855125569756
58,0.022,0.075,0.118,0.24,0.545,1.0,1.0,0.078,0.203,0.297,0.42100000000000004,217702,0.022000000000000002,1.5027911376953125,0.062,0.014280989609649889,0.00014698992200347263
59,0.055,0.068,0.118,0.197,0.562,8.0,6.0,0.158,0.37799999999999995,0.24600000000000002,0.218,12427,0.045,0.5641961669921876,0.364,0.029451999678120223,0.0014484590005632897
60,0.113,0.15,0.208,0.169,0.361,4.0,3.0,0.19,0.349,0.318,0.14300000000000002,79978,0.034,0.9217322540283203,0.174,0.012565955637800394,0.00017504813823801546
61,0.067,0.095,0.136,0.296,0.406,6.0,6.0,0.195,0.32899999999999996,0.292,0.183,40367,0.03,0.9097757720947266,0.16,0.021007258404142,0.001957044120197191
62,0.041,0.036,0.144,0.247,0.532,3.0,2.0,0.11599999999999999,0.299,0.28300000000000003,0.303,209355,0.027000000000000003,1.0103533172607422,0.162,0.018757612667478683,0.00030092426739270617
63,0.09,0.081,0.145,0.256,0.429,1.0,1.0,0.191,0.371,0.322,0.11599999999999999,63521,0.033,0.8883544921875,0.17300000000000001,0.02322066718093229,0.0010390264636891736
64,0.018,0.077,0.102,0.307,0.495,8.0,7.0,0.196,0.43200000000000005,0.261,0.111,16326,0.046,0.943848876953125,0.18600000000000003,0.0189268651231165,0.0006737718975866715
65,0.061,0.098,0.199,0.187,0.455,9.0,10.0,0.231,0.40299999999999997,0.24100000000000002,0.125,10373,0.071,0.598752212524414,0.325,0.039718499951797936,0.0008676371348693724
66,0.13,0.046,0.328,0.183,0.312,6.0,4.0,0.21899999999999997,0.374,0.273,0.135,23629,0.033,0.7886075592041015,0.16699999999999998,0.018536544077193278,0.0004232087688856913
67,0.067,0.032,0.034,0.316,0.551,9.0,12.0,0.136,0.402,0.33399999999999996,0.127,3337,0.027999999999999997,0.8668445587158203,0.14800000000000002,0.0008990110878034162,0.0
68,0.078,0.031,0.03,0.337,0.524,9.0,11.0,0.11199999999999999,0.405,0.319,0.16399999999999998,5634,0.036000000000000004,1.0974443817138673,0.076,0.01579694710685126,0.0
69,0.042,0.05,0.049,0.196,0.663,2.0,2.0,0.062,0.23800000000000002,0.34700000000000003,0.353,288000,0.051,1.0687667846679687,0.095,0.0065625,4.1666666666666665e-05
70,0.101,0.022,0.014,0.45,0.413,7.0,11.0,0.18600000000000003,0.452,0.239,0.12300000000000001,18386,0.129,0.6251311492919922,0.235,0.0011965626019797672,0.0
71,0.062,0.081,0.067,0.225,0.565,8.0,7.0,0.016,0.261,0.28800000000000003,0.435,2097,0.085,1.0159449768066406,0.066,0.0019074868860276585,0.0
72,0.072,0.025,0.027,0.391,0.484,9.0,12.0,0.127,0.392,0.28800000000000003,0.193,4916,0.081,0.7439607238769531,0.18100000000000002,0.004475183075671277,0.0
73,0.094,0.084,0.175,0.234,0.413,3.0,2.0,0.055,0.223,0.397,0.326,96849,0.054000000000000006,0.9594963836669922,0.07200000000000001,0.004532829456163719,5.162675918181912e-05
74,0.055,0.05,0.123,0.419,0.352,9.0,12.0,0.03,0.3,0.295,0.374,2530,0.08900000000000001,0.81017578125,0.098,0.0031620553359683794,0.0
75,0.051,0.067,0.133,0.396,0.353,5.0,8.0,0.039,0.204,0.36200000000000004,0.395,31974,0.044000000000000004,1.1064207458496094,0.063,0.004503659223118784,3.1275411271658224e-05
76,0.043,0.047,0.051,0.197,0.662,7.0,11.0,0.07200000000000001,0.322,0.373,0.233,58708,0.068,0.8888903045654297,0.10400000000000001,0.007562853444164339,1.7033453703072834e-05
77,0.025,0.149,0.174,0.256,0.396,7.0,8.0,0.073,0.299,0.38299999999999995,0.245,13901,0.062,0.9806095886230469,0.094,0.0035249262642975325,0.0
78,0.042,0.043,0.049,0.233,0.633,7.0,11.0,0.10099999999999999,0.313,0.326,0.26,12998,0.055999999999999994,1.0319417572021485,0.071,0.0012309586090167718,0.0
79,0.103,0.022,0.007,0.521,0.347,9.0,12.0,0.223,0.536,0.193,0.048,8314,0.193,0.4581298828125,0.268,0.0004811161895597787,0.0
80,0.042,0.051,0.048,0.198,0.66,2.0,2.0,0.076,0.322,0.39,0.212,108317,0.069,0.982552490234375,0.096,0.002769648346981545,1.84643223132103e-05
81,0.086,0.061,0.009,0.544,0.3,7.0,11.0,0.159,0.429,0.266,0.146,10004,0.109,0.7572763061523438,0.207,0.001999200319872051,0.0
82,0.036,0.059,0.235,0.215,0.455,7.0,11.0,0.102,0.43,0.302,0.166,9832,0.064,1.0981956481933595,0.114,0.0015256305939788447,0.0
83,0.035,0.188,0.051,0.474,0.252,7.0,11.0,0.18100000000000002,0.473,0.228,0.11699999999999999,7621,0.14,0.7986736297607422,0.24,0.0036740585225036085,0.0
84,0.042,0.095,0.148,0.349,0.365,9.0,11.0,0.10300000000000001,0.319,0.303,0.276,3266,0.087,0.9234873962402343,0.067,0.0027556644213104714,0.0
85,0.033,0.125,0.161,0.3,0.38,9.0,10.0,0.098,0.373,0.353,0.17600000000000002,6203,0.10099999999999999,0.6482778930664063,0.17600000000000002,0.0009672738997259391,0.0
86,0.048,0.077,0.137,0.381,0.357,7.0,11.0,0.06,0.28300000000000003,0.33,0.326,8493,0.042,1.044778060913086,0.081,0.00365006475921347,0.0
87,0.064,0.071,0.14,0.272,0.453,9.0,12.0,0.098,0.326,0.385,0.191,6893,0.09,0.9021151733398437,0.12,0.003771942550413463,0.0
88,0.04,0.049,0.052,0.197,0.663,9.0,11.0,0.04,0.327,0.327,0.306,9202,0.075,0.9659468841552734,0.086,0.009671810475983481,0.0
89,0.035,0.119,0.16,0.312,0.374,9.0,12.0,0.11699999999999999,0.376,0.3,0.207,2502,0.077,0.8095022583007813,0.09699999999999999,0.0031974420463629096,0.0
90,0.044,0.047,0.126,0.425,0.358,9.0,12.0,0.14300000000000002,0.40299999999999997,0.32,0.134,5230,0.14,0.5448363494873046,0.244,0.008604206500956023,0.00019120458891013384
91,0.055,0.063,0.031,0.15,0.701,6.0,6.0,0.204,0.331,0.348,0.11699999999999999,71887,0.099,0.570493507385254,0.33399999999999996,0.04248334191161128,0.0018779473340103218
92,0.053,0.025,0.147,0.194,0.581,3.0,2.0,0.128,0.235,0.40700000000000003,0.23,125922,0.057,0.7843358612060547,0.166,0.012094788837534346,0.0003891297787519258
93,0.039,0.08,0.07,0.11,0.702,3.0,2.0,0.10400000000000001,0.214,0.326,0.35600000000000004,143476,0.055,0.9399293518066406,0.159,0.020658507346176365,0.0008154673952438039
94,0.073,0.014,0.03,0.336,0.547,4.0,3.0,0.147,0.28600000000000003,0.382,0.185,54018,0.055,0.741290054321289,0.21100000000000002,0.015217149838942574,0.0005368580843422562
95,0.095,0.067,0.237,0.049,0.553,7.0,8.0,0.14400000000000002,0.299,0.405,0.153,38837,0.048,0.8171441650390625,0.201,0.012307850760872364,0.00023173777583232485
96,0.111,0.089,0.167,0.089,0.544,7.0,9.0,0.11,0.36200000000000004,0.409,0.11900000000000001,9498,0.039,1.09736083984375,0.09300000000000001,0.005790692777426827,0.0002105706464518846
97,0.031,0.064,0.162,0.173,0.57,6.0,4.0,0.22699999999999998,0.33,0.32,0.124,21108,0.057999999999999996,0.6353200912475586,0.221,0.022361190070115597,0.0004737540269092287
98,0.023,0.025,0.059,0.158,0.734,1.0,1.0,0.126,0.226,0.32799999999999996,0.32,4485414,0.04,1.1065180969238282,0.122,0.026596207172849596,0.00046573181427622955
99,0.051,0.096,0.104,0.164,0.585,3.0,2.0,0.147,0.348,0.376,0.129,212181,0.057,0.8014574432373047,0.16,0.014143584958125375,0.0007210824720403806
100,0.091,0.108,0.059,0.139,0.602,4.0,5.0,0.172,0.301,0.369,0.158,110924,0.073,0.6557789611816406,0.252,0.04737477912805164,0.001694854134362266
101,0.023,0.024,0.073,0.121,0.759,2.0,2.0,0.11699999999999999,0.225,0.34,0.319,1047279,0.044000000000000004,0.9052509307861328,0.14,0.015731242581967175,0.00044114319106942847
102,0.033,0.055,0.096,0.148,0.667,1.0,1.0,0.146,0.297,0.368,0.19,462789,0.049,1.0006449127197266,0.121,0.01761709980142138,0.00030251367253759275
103,0.028,0.002,0.058,0.074,0.837,4.0,5.0,0.244,0.272,0.27399999999999997,0.21,46498,0.085,0.7702935791015625,0.188,0.05613144651382855,0.0010753150673147233
104,0.031,0.073,0.081,0.176,0.639,3.0,2.0,0.09699999999999999,0.257,0.39399999999999996,0.252,235099,0.044000000000000004,0.8744901275634765,0.12,0.007562771428206841,0.0002552116342476999
105,0.008,0.013,0.046,0.129,0.804,3.0,2.0,0.27899999999999997,0.259,0.314,0.14800000000000002,213787,0.16399999999999998,0.7581214904785156,0.204,0.05184599624860258,0.0012161637517716232
106,0.019,0.073,0.134,0.216,0.557,6.0,6.0,0.17,0.38299999999999995,0.292,0.155,17486,0.03,1.0717870330810546,0.158,0.01109458995768043,0.0
107,0.023,0.103,0.163,0.117,0.595,7.0,11.0,0.177,0.39899999999999997,0.292,0.132,19657,0.054000000000000006,0.9739698028564453,0.185,0.01210764613114921,0.00020348985094368417
108,0.15,0.104,0.108,0.104,0.534,7.0,8.0,0.11800000000000001,0.35,0.348,0.183,41932,0.04,0.8557731628417968,0.127,0.0014308881045502241,0.0
109,0.081,0.034,0.083,0.16,0.643,2.0,2.0,0.11900000000000001,0.29100000000000004,0.265,0.324,279141,0.026000000000000002,1.4437985229492187,0.08900000000000001,0.016102973049462458,0.00013971433791524715
110,0.129,0.145,0.122,0.189,0.416,7.0,8.0,0.13,0.33799999999999997,0.37200000000000005,0.16,37432,0.032,1.0216850280761718,0.151,0.004327847830733062,2.6715110066253472e-05
111,0.094,0.102,0.175,0.184,0.445,7.0,9.0,0.18,0.41600000000000004,0.251,0.152,10763,0.040999999999999995,0.8156262969970703,0.22899999999999998,0.013193347579671095,0.000278732695345164
112,0.145,0.132,0.108,0.211,0.404,9.0,8.0,0.17300000000000001,0.436,0.27,0.121,5189,0.044000000000000004,0.9876580810546876,0.154,0.002505299672383889,0.0
113,0.111,0.068,0.115,0.129,0.577,6.0,6.0,0.142,0.34600000000000003,0.308,0.204,28380,0.031,0.8943492126464844,0.147,0.011874559548978154,0.00021141649048625792
114,0.104,0.074,0.193,0.097,0.531,7.0,9.0,0.193,0.392,0.267,0.147,10118,0.069,0.7550795745849609,0.31,0.05159122356196877,0.0005930025696778019
115,0.08,0.091,0.08,0.231,0.518,7.0,8.0,0.10800000000000001,0.305,0.31,0.276,22320,0.038,0.8997348022460937,0.20600000000000002,0.006810035842293907,0.0
116,0.082,0.124,0.157,0.242,0.395,7.0,9.0,0.193,0.41200000000000003,0.278,0.11599999999999999,14551,0.049,0.82998779296875,0.187,0.007215998900419215,0.0002748951962064463
117,0.036,0.065,0.093,0.259,0.546,6.0,6.0,0.153,0.40700000000000003,0.29100000000000004,0.149,24919,0.045,0.9427580261230468,0.141,0.007183273807135118,0.00020065010634455637
118,0.107,0.03,0.16,0.231,0.472,3.0,2.0,0.114,0.47200000000000003,0.252,0.162,7956,0.039,1.09696044921875,0.13699999999999998,0.008421317244846656,0.00025138260432378077
119,0.241,0.072,0.054,0.25,0.383,7.0,8.0,0.15,0.39899999999999997,0.245,0.20600000000000002,23457,0.045,0.8764585876464843,0.212,0.00792940273692288,0.0002557871850620284
120,0.071,0.12,0.137,0.347,0.325,6.0,6.0,0.141,0.434,0.265,0.16,20846,0.043,0.9572419738769531,0.156,0.0064280917202340975,0.00014391250119927083
121,0.078,0.123,0.138,0.341,0.32,3.0,2.0,0.109,0.341,0.287,0.263,110332,0.027999999999999997,0.9744186401367188,0.16899999999999998,0.010006163216473915,9.969909001921473e-05
122,0.155,0.1,0.167,0.211,0.367,2.0,2.0,0.14800000000000002,0.374,0.324,0.153,63257,0.033,0.9098326873779297,0.183,0.008252051156393759,4.742558135858482e-05
123,0.059,0.017,0.11,0.306,0.508,1.0,1.0,0.17600000000000002,0.35,0.294,0.18,47955,0.042,0.8563035583496094,0.22399999999999998,0.02483578354707538,0.00037535189239912417
124,0.097,0.017,0.163,0.319,0.404,6.0,4.0,0.172,0.415,0.258,0.154,16419,0.042,0.923561782836914,0.17800000000000002,0.009866617942627444,6.0905049028564466e-05
125,0.197,0.055,0.093,0.196,0.459,6.0,6.0,0.16399999999999998,0.434,0.266,0.13699999999999998,7009,0.047,0.8427988433837891,0.188,0.007989727493223,0.0
126,0.078,0.033,0.19,0.189,0.509,6.0,6.0,0.212,0.44,0.22399999999999998,0.124,11361,0.045,0.7548959350585938,0.254,0.012674940586216002,0.00017604084147522224
127,0.063,0.049,0.207,0.159,0.523,6.0,6.0,0.149,0.354,0.29100000000000004,0.20600000000000002,18219,0.052000000000000005,0.9008975982666015,0.185,0.008507601954004062,0.00010977550908392337
128,0.066,0.027,0.077,0.403,0.426,2.0,2.0,0.087,0.305,0.307,0.3,126007,0.03,1.1930232238769531,0.14400000000000002,0.009443919782234321,3.968033521947193e-05
129,0.149,0.079,0.245,0.187,0.34,6.0,6.0,0.174,0.401,0.307,0.11800000000000001,17715,0.034,0.9316605377197266,0.162,0.0059271803556308214,0.00011289867344058707
130,0.105,0.121,0.226,0.197,0.351,9.0,9.0,0.154,0.37200000000000005,0.35600000000000004,0.11800000000000001,12477,0.04,0.6716850280761719,0.177,0.002163981726376533,0.0
131,0.025,0.102,0.068,0.21,0.596,3.0,2.0,0.11599999999999999,0.315,0.36700000000000005,0.20199999999999999,99386,0.037000000000000005,0.9340269470214844,0.16899999999999998,0.00842170929507174,7.04324552753909e-05
132,0.082,0.043,0.127,0.258,0.489,2.0,2.0,0.085,0.442,0.29,0.183,18265,0.032,1.194736862182617,0.121,0.006788940596769778,0.0
133,0.062,0.141,0.154,0.346,0.297,4.0,5.0,0.127,0.442,0.272,0.159,45325,0.035,0.9607915496826172,0.155,0.00792057363485935,2.206287920573635e-05
134,0.098,0.073,0.096,0.179,0.554,6.0,6.0,0.19,0.369,0.289,0.151,21532,0.038,0.8336801147460937,0.185,0.009613598365223852,9.288500835965076e-05
135,0.059,0.086,0.079,0.216,0.56,6.0,5.0,0.146,0.396,0.311,0.147,33771,0.036000000000000004,0.9355364990234375,0.20199999999999999,0.04296585828077344,0.0002368896390394125
136,0.081,0.07,0.145,0.145,0.56,6.0,6.0,0.171,0.373,0.308,0.147,13202,0.033,0.8451040649414062,0.168,0.022269353128313893,0.0001514921981517952
137,0.137,0.156,0.088,0.179,0.44,7.0,8.0,0.142,0.358,0.31,0.18899999999999997,37825,0.04,0.9772133636474609,0.159,0.009120951751487113,0.0
138,0.086,0.121,0.133,0.23,0.43,9.0,10.0,0.149,0.37799999999999995,0.335,0.138,13629,0.055,0.8207466125488281,0.159,0.003228410008071025,7.337295472888693e-05
139,0.116,0.103,0.135,0.179,0.468,6.0,6.0,0.21100000000000002,0.41100000000000003,0.27699999999999997,0.102,16719,0.065,0.7881681060791016,0.22899999999999998,0.0034691070040074167,5.981218972426581e-05
140,0.042,0.036,0.172,0.173,0.577,3.0,2.0,0.14,0.385,0.297,0.17800000000000002,66824,0.055,0.8273153686523438,0.244,0.019678558601699987,0.0005686579671974141
141,0.144,0.103,0.205,0.221,0.328,7.0,9.0,0.20600000000000002,0.41200000000000003,0.223,0.158,26578,0.046,0.8240718078613282,0.175,0.02321468884039431,0.0
142,0.12,0.082,0.078,0.234,0.486,8.0,7.0,0.183,0.413,0.24,0.165,6624,0.047,0.7581395721435547,0.255,0.007397342995169082,0.00030193236714975844
143,0.085,0.128,0.153,0.298,0.337,6.0,6.0,0.145,0.40399999999999997,0.301,0.15,16406,0.042,0.8079151153564453,0.184,0.011093502377179081,0.000548579787882482
144,0.103,0.032,0.195,0.263,0.407,7.0,9.0,0.27,0.408,0.233,0.08900000000000001,8857,0.045,0.6205834197998047,0.354,0.09992096646720108,0.0006774302811335666
145,0.035,0.016,0.194,0.201,0.554,3.0,2.0,0.187,0.503,0.221,0.08900000000000001,13024,0.044000000000000004,0.9031415557861329,0.271,0.08968058968058969,0.0008445945945945946
146,0.074,0.121,0.106,0.201,0.499,3.0,2.0,0.11800000000000001,0.42700000000000005,0.34,0.114,12259,0.043,0.8824357604980468,0.17800000000000002,0.012399053756423853,8.157272208173587e-05
147,0.148,0.11,0.12,0.143,0.479,6.0,6.0,0.149,0.45,0.28,0.121,21466,0.043,0.8618727111816407,0.174,0.0065685269728873565,0.0
148,0.048,0.045,0.136,0.297,0.474,2.0,2.0,0.113,0.35100000000000003,0.33299999999999996,0.203,73309,0.032,1.2807424926757813,0.107,0.005674610211570203,2.7281779863318283e-05
149,0.075,0.088,0.159,0.114,0.564,2.0,2.0,0.203,0.456,0.21600000000000003,0.125,16576,0.025,0.9795185852050782,0.16399999999999998,0.015323359073359074,6.032818532818533e-05
150,0.171,0.112,0.119,0.108,0.49,9.0,10.0,0.131,0.368,0.32799999999999996,0.172,16694,0.04,0.7906977081298828,0.163,0.0013777405055708637,0.0
