,Never,Rarely,Sometimes,Frequently,Always,Rural Code,Urban Code,Per Less than HS,Per Only HS,Per Some College,Per Bachelors or Higher,Population,Unemployment Rate,Per of Median HH Income,Per in Poverty,Per of Cases,Per of Deaths
544,0.118,0.078,0.084,0.194,0.526,2.0,2.0,0.049,0.23,0.344,0.37799999999999995,481587,0.025,1.1884761047363281,0.094,0.016620049959820343,0.00012874101668026753
545,0.094,0.216,0.218,0.218,0.254,9.0,12.0,0.10400000000000001,0.377,0.32899999999999996,0.191,4294,0.068,0.8226532745361328,0.127,0.004191895668374476,0.0
546,0.084,0.193,0.176,0.195,0.352,3.0,2.0,0.081,0.265,0.382,0.272,87808,0.027999999999999997,0.87631103515625,0.135,0.004042911807580175,2.2776967930029154e-05
547,0.151,0.12,0.102,0.243,0.385,9.0,11.0,0.062,0.38799999999999996,0.34700000000000003,0.203,6125,0.028999999999999998,0.896761474609375,0.11800000000000001,0.0019591836734693877,0.0
548,0.038,0.059,0.15,0.152,0.601,6.0,7.0,0.11699999999999999,0.389,0.342,0.151,9298,0.052000000000000005,0.8105046844482422,0.154,0.005485050548505055,0.0
549,0.095,0.197,0.175,0.229,0.304,4.0,5.0,0.125,0.3,0.368,0.207,46811,0.027000000000000003,0.9856813812255859,0.111,0.004699750058746875,4.272500053406251e-05
550,0.155,0.107,0.102,0.13,0.506,7.0,8.0,0.11599999999999999,0.221,0.281,0.382,23021,0.026000000000000002,1.2457340240478516,0.07200000000000001,0.02471656313800443,0.00026063159723730507
551,0.057,0.038,0.038,0.549,0.318,2.0,2.0,0.063,0.27399999999999997,0.392,0.272,7831,0.043,1.0593950653076172,0.11599999999999999,0.004852509258076874,0.00012769761205465457
552,0.088,0.116,0.119,0.241,0.436,6.0,5.0,0.092,0.305,0.373,0.231,45739,0.042,0.9325826263427734,0.126,0.00332320339316557,0.0
553,0.096,0.202,0.188,0.247,0.268,3.0,2.0,0.083,0.261,0.355,0.301,119062,0.024,1.071264190673828,0.09300000000000001,0.005954880650417429,1.679797080512674e-05
554,0.045,0.171,0.061,0.185,0.537,7.0,9.0,0.08,0.41100000000000003,0.319,0.19,12245,0.044000000000000004,0.8336183166503907,0.14800000000000002,0.0027766435279706,0.0
555,0.186,0.03,0.047,0.098,0.639,9.0,8.0,0.064,0.38,0.361,0.195,1106,0.027000000000000003,0.9208285522460937,0.09,0.0009041591320072332,0.0
556,0.113,0.095,0.17,0.24,0.381,2.0,2.0,0.154,0.32,0.34299999999999997,0.183,229849,0.032,0.9644911956787109,0.10099999999999999,0.020787560528868952,0.0001609752489678006
557,0.1,0.181,0.191,0.202,0.326,6.0,6.0,0.078,0.326,0.39799999999999996,0.19899999999999998,7155,0.027000000000000003,1.0113101959228517,0.10099999999999999,0.0040531097134870716,0.0
558,0.134,0.223,0.102,0.149,0.392,7.0,8.0,0.175,0.299,0.33899999999999997,0.18600000000000003,24030,0.024,0.8759494018554688,0.12,0.019642114024136497,4.161464835622139e-05
559,0.119,0.228,0.196,0.239,0.218,9.0,12.0,0.392,0.23600000000000002,0.21600000000000003,0.155,845,0.037000000000000005,0.8010192108154297,0.145,0.002366863905325444,0.0
560,0.037,0.112,0.127,0.25,0.475,6.0,6.0,0.105,0.348,0.37799999999999995,0.16899999999999998,8756,0.068,0.81893798828125,0.135,0.0017131110095934216,0.0
561,0.069,0.029,0.199,0.244,0.458,8.0,7.0,0.106,0.298,0.365,0.23,4315,0.042,0.8064277648925782,0.13,0.0016222479721900347,0.0
562,0.206,0.044,0.038,0.173,0.539,6.0,5.0,0.106,0.28,0.449,0.16399999999999998,27511,0.033,0.7857307434082031,0.141,0.007269819344989277,0.00010904729017483916
563,0.131,0.118,0.085,0.256,0.41,3.0,2.0,0.08800000000000001,0.363,0.368,0.18100000000000002,13876,0.023,0.911080093383789,0.08199999999999999,0.003459210147016431,0.0
564,0.111,0.206,0.202,0.247,0.233,6.0,5.0,0.12300000000000001,0.32,0.348,0.209,13099,0.023,0.9232615661621094,0.127,0.003969768684632414,0.0
565,0.119,0.136,0.111,0.198,0.436,2.0,2.0,0.121,0.392,0.33899999999999997,0.14800000000000002,18112,0.033,0.8833306121826172,0.127,0.008337014134275619,0.0
566,0.211,0.202,0.089,0.153,0.345,7.0,9.0,0.20199999999999999,0.37200000000000005,0.27399999999999997,0.152,15179,0.026000000000000002,0.8253328704833984,0.151,0.00882798603333553,0.0
567,0.045,0.094,0.164,0.275,0.423,6.0,6.0,0.094,0.35100000000000003,0.353,0.20199999999999999,16667,0.045,0.8033206939697266,0.138,0.001739965200695986,0.0
568,0.099,0.208,0.192,0.249,0.252,3.0,2.0,0.109,0.27699999999999997,0.38799999999999996,0.226,29871,0.023,1.0369554138183594,0.092,0.004519433564326604,3.347728566167855e-05
569,0.175,0.219,0.096,0.167,0.343,7.0,8.0,0.223,0.327,0.301,0.149,24412,0.026000000000000002,0.9258589172363281,0.142,0.01720465344912338,0.00024578076355890547
570,0.146,0.105,0.17,0.22,0.359,3.0,2.0,0.075,0.271,0.40399999999999997,0.249,165697,0.036000000000000004,1.0317935180664062,0.1,0.009499266733857583,7.845645968243239e-05
571,0.002,0.012,0.066,0.328,0.592,4.0,5.0,0.037000000000000005,0.19899999999999998,0.313,0.451,40108,0.027000000000000003,0.9041426849365234,0.11699999999999999,0.002019547222499252,0.0
572,0.109,0.173,0.231,0.125,0.362,7.0,11.0,0.078,0.32,0.391,0.21100000000000002,8027,0.048,0.7572250366210938,0.135,0.0014949545284664257,0.0
573,0.18,0.2,0.105,0.135,0.379,9.0,8.0,0.20600000000000002,0.34600000000000003,0.34700000000000003,0.10099999999999999,5366,0.036000000000000004,0.8319579315185547,0.11199999999999999,0.009317927692881103,0.0
574,0.101,0.207,0.196,0.25,0.245,4.0,5.0,0.040999999999999995,0.157,0.439,0.364,39907,0.018000000000000002,0.7591156005859375,0.27399999999999997,0.003307690380133811,0.0
575,0.134,0.219,0.106,0.152,0.39,7.0,8.0,0.21600000000000003,0.29600000000000004,0.355,0.134,21039,0.025,0.9234423828125,0.113,0.020343172204002093,9.506155235514996e-05
576,0.009,0.03,0.117,0.326,0.517,3.0,2.0,0.077,0.32899999999999996,0.375,0.21899999999999997,40408,0.027999999999999997,1.1120335388183593,0.111,0.003217184715897842,0.00047020392001583845
577,0.083,0.173,0.153,0.185,0.406,8.0,7.0,0.09,0.37,0.385,0.155,4531,0.023,0.917853012084961,0.113,0.0019863164864268373,0.0
578,0.123,0.137,0.146,0.171,0.423,2.0,2.0,0.25,0.34299999999999997,0.295,0.11199999999999999,11823,0.034,0.7955778503417968,0.149,0.019622769178719444,8.45809016324114e-05
579,0.081,0.199,0.174,0.242,0.304,6.0,5.0,0.15,0.337,0.371,0.142,23951,0.036000000000000004,0.8818510437011718,0.11,0.013611122708863931,8.350382029977871e-05
580,0.078,0.205,0.152,0.185,0.381,6.0,6.0,0.191,0.33899999999999997,0.31,0.159,7681,0.031,0.8380897521972657,0.131,0.006509569066527796,0.0
581,0.068,0.144,0.299,0.147,0.342,6.0,7.0,0.14400000000000002,0.385,0.355,0.11599999999999999,12882,0.059000000000000004,0.6450599670410156,0.191,0.005666821922061791,0.0001552553951249806
582,0.099,0.189,0.19,0.25,0.272,9.0,8.0,0.071,0.162,0.35200000000000004,0.415,12142,0.022000000000000002,1.2105375671386718,0.077,0.004776807774666447,0.0
583,0.166,0.222,0.101,0.177,0.335,5.0,8.0,0.122,0.27899999999999997,0.39299999999999996,0.20600000000000002,86878,0.027999999999999997,0.9229163360595704,0.11,0.013881535026128594,0.00036833260434172057
584,0.041,0.118,0.102,0.378,0.361,8.0,6.0,0.054000000000000006,0.299,0.34700000000000003,0.301,11392,0.039,1.0527864837646483,0.08800000000000001,0.004037921348314607,8.778089887640449e-05
585,0.136,0.13,0.324,0.172,0.239,6.0,6.0,0.141,0.365,0.34600000000000003,0.14800000000000002,10194,0.042,0.7531317138671875,0.134,0.018540317834020013,0.00019619383951343929
586,0.18,0.092,0.189,0.19,0.35,5.0,8.0,0.07400000000000001,0.345,0.33299999999999996,0.248,65435,0.034,0.808270263671875,0.12300000000000001,0.006265759914418889,4.584702376404065e-05
587,0.11,0.082,0.148,0.262,0.398,3.0,2.0,0.191,0.37799999999999995,0.318,0.113,5761,0.062,0.5404843139648438,0.24,0.006248915118902968,0.0
588,0.07,0.055,0.108,0.218,0.549,1.0,1.0,0.10300000000000001,0.368,0.311,0.218,16426,0.038,0.7722216033935547,0.13,0.002983075611834896,0.00012175818823815901
589,0.025,0.006,0.065,0.244,0.66,2.0,2.0,0.138,0.35200000000000004,0.27699999999999997,0.23199999999999998,53544,0.055999999999999994,1.046436996459961,0.08900000000000001,0.0135776184072912,0.000429553264604811
590,0.18,0.099,0.136,0.2,0.385,7.0,10.0,0.157,0.368,0.337,0.13699999999999998,6578,0.024,0.8705715942382812,0.14800000000000002,0.001976284584980237,0.0
591,0.012,0.019,0.156,0.208,0.605,7.0,8.0,0.084,0.384,0.335,0.19699999999999998,32628,0.046,0.8370658111572266,0.11199999999999999,0.004045605001838912,6.129704548240775e-05
592,0.082,0.06,0.219,0.366,0.273,1.0,1.0,0.094,0.436,0.33399999999999996,0.136,4739,0.048,0.915635986328125,0.09699999999999999,0.0014771048744460858,0.0
593,0.03,0.064,0.12,0.19,0.596,7.0,9.0,0.086,0.415,0.318,0.18100000000000002,14305,0.040999999999999995,0.8158700561523438,0.111,0.0030758476057322613,0.00020971688220901782
594,0.103,0.08,0.19,0.187,0.441,6.0,6.0,0.16,0.43200000000000005,0.262,0.146,12147,0.040999999999999995,0.7370253753662109,0.13,0.016300321066930107,0.0009055733926072281
595,0.0,0.067,0.08,0.192,0.661,3.0,2.0,0.049,0.217,0.29,0.444,209689,0.038,0.7727706146240234,0.19899999999999998,0.007215447639122701,9.06103801343895e-05
596,0.059,0.057,0.091,0.19,0.603,6.0,5.0,0.11199999999999999,0.419,0.303,0.166,32304,0.048,0.7451453399658203,0.12300000000000001,0.003436106983655275,0.0001547795938583457
597,0.127,0.089,0.107,0.226,0.451,6.0,6.0,0.091,0.38799999999999996,0.345,0.17600000000000002,15441,0.045,0.8426718139648437,0.10800000000000001,0.004274334563823586,0.0
598,0.062,0.115,0.145,0.306,0.372,7.0,9.0,0.10099999999999999,0.37200000000000005,0.376,0.152,13184,0.045,0.713416748046875,0.138,0.0009860436893203883,0.0
599,0.102,0.063,0.083,0.166,0.587,1.0,1.0,0.10099999999999999,0.322,0.35200000000000004,0.225,37562,0.031,0.9709443664550781,0.075,0.008865342633512593,0.00045258505936851074
600,0.112,0.055,0.201,0.221,0.411,5.0,8.0,0.095,0.3,0.349,0.256,50621,0.04,0.7291654968261718,0.168,0.007605539203097529,0.00037533829833468325
601,0.023,0.021,0.072,0.162,0.722,1.0,1.0,0.133,0.233,0.254,0.38,5150233,0.038,1.0023551177978516,0.13,0.020607028847044396,0.0009490832744848631
602,0.146,0.196,0.047,0.219,0.392,7.0,9.0,0.131,0.299,0.40399999999999997,0.166,18667,0.043,0.7275038909912109,0.126,0.00155354368671988,0.0
603,0.095,0.075,0.194,0.212,0.424,9.0,8.0,0.10400000000000001,0.401,0.33799999999999997,0.158,10766,0.034,0.7800814819335937,0.10099999999999999,0.004272710384543935,0.0001857700167193015
604,0.007,0.012,0.034,0.191,0.756,1.0,1.0,0.076,0.255,0.355,0.314,104897,0.040999999999999995,0.9344622039794922,0.13,0.007969722680343575,0.00027646167192579385
605,0.035,0.106,0.073,0.28,0.507,3.0,2.0,0.08900000000000001,0.369,0.32799999999999996,0.213,15638,0.043,0.8599809265136719,0.11,0.0017265634991686916,0.0
606,0.048,0.061,0.105,0.191,0.594,6.0,6.0,0.177,0.327,0.307,0.19,19465,0.036000000000000004,0.9287840270996094,0.08,0.005240174672489083,0.00010274852298998202
607,0.01,0.01,0.056,0.163,0.76,1.0,1.0,0.07400000000000001,0.183,0.255,0.488,922921,0.028999999999999998,1.3921574401855468,0.06,0.01233041614612735,0.0005525933422253909
608,0.174,0.09,0.131,0.208,0.398,6.0,6.0,0.10800000000000001,0.38299999999999995,0.341,0.16699999999999998,17161,0.042,0.7416777801513672,0.132,0.0014567915622632713,0.0
609,0.086,0.148,0.233,0.306,0.228,9.0,12.0,0.085,0.35100000000000003,0.425,0.139,6395,0.040999999999999995,0.7936485290527344,0.11800000000000001,0.002032838154808444,0.0
610,0.072,0.072,0.214,0.232,0.41,7.0,8.0,0.07400000000000001,0.364,0.33799999999999997,0.225,34008,0.033,0.8516297912597657,0.092,0.0027934603622677017,2.9404845918607387e-05
611,0.069,0.076,0.156,0.229,0.47,6.0,4.0,0.17,0.397,0.316,0.11699999999999999,21336,0.044000000000000004,0.7067127227783203,0.151,0.002530933633295838,0.00014060742407199101
612,0.011,0.082,0.167,0.172,0.567,3.0,2.0,0.1,0.36,0.33799999999999997,0.20199999999999999,12961,0.043,0.7999913024902344,0.1,0.003009027081243731,7.715454054471106e-05
613,0.099,0.166,0.119,0.211,0.405,4.0,6.0,0.12300000000000001,0.327,0.391,0.159,38469,0.054000000000000006,0.6313211441040039,0.16399999999999998,0.0030674049234448515,0.0
614,0.016,0.03,0.311,0.199,0.444,6.0,5.0,0.11900000000000001,0.34600000000000003,0.359,0.17600000000000002,34340,0.055999999999999994,0.7290787506103515,0.133,0.000728013977868375,0.0
615,0.201,0.06,0.128,0.238,0.373,8.0,7.0,0.12,0.40700000000000003,0.374,0.099,4828,0.049,0.6720655059814453,0.19,0.008906379453189726,0.0
616,0.136,0.029,0.109,0.217,0.508,6.0,4.0,0.121,0.444,0.311,0.124,12969,0.043,0.7529907989501953,0.13699999999999998,0.0014650319993831445,0.0
617,0.056,0.056,0.105,0.183,0.599,1.0,1.0,0.069,0.33,0.365,0.23600000000000002,51054,0.045,1.20116455078125,0.055999999999999994,0.005366866455125945,9.793551925412309e-05
618,0.138,0.179,0.1,0.21,0.373,7.0,9.0,0.115,0.33799999999999997,0.364,0.183,8116,0.039,0.7373143005371093,0.127,0.0024642681123706258,0.0
619,0.147,0.154,0.125,0.163,0.411,7.0,8.0,0.068,0.381,0.33799999999999997,0.213,17708,0.047,0.7762237548828125,0.12300000000000001,0.00169414953693246,5.6471651231081995e-05
620,0.163,0.072,0.235,0.191,0.34,9.0,12.0,0.18899999999999997,0.32899999999999996,0.37,0.11199999999999999,3821,0.066,0.6440068054199218,0.18,0.004187385501177702,0.0
621,0.096,0.044,0.101,0.155,0.604,9.0,8.0,0.099,0.435,0.312,0.154,6646,0.048,0.8023897552490235,0.11,0.001354198013842913,0.0
622,0.067,0.072,0.061,0.203,0.597,2.0,2.0,0.098,0.33799999999999997,0.337,0.226,48913,0.048,0.8911749267578125,0.087,0.00398667021037352,2.0444462617300105e-05
623,0.097,0.168,0.069,0.242,0.424,6.0,4.0,0.10800000000000001,0.39899999999999997,0.33799999999999997,0.154,27114,0.042,0.7446974182128906,0.11599999999999999,0.009035922401711293,0.0002581692114774655
624,0.066,0.078,0.151,0.209,0.496,3.0,2.0,0.078,0.237,0.325,0.36,56750,0.038,0.5390394592285156,0.254,0.011118942731277533,0.00033480176211453746
625,0.099,0.135,0.131,0.254,0.38,7.0,9.0,0.107,0.402,0.316,0.175,9610,0.042,0.8666127014160157,0.099,0.005306971904266389,0.0007284079084287201
626,0.122,0.126,0.08,0.279,0.393,7.0,8.0,0.14,0.306,0.38,0.174,37684,0.046,0.7300901794433594,0.149,0.004882708841948837,0.0004511198386583165
627,0.074,0.079,0.124,0.185,0.537,1.0,1.0,0.083,0.375,0.33799999999999997,0.205,21773,0.044000000000000004,0.9153181457519531,0.10400000000000001,0.002985348826528269,4.592844348505029e-05
628,0.034,0.104,0.22,0.178,0.465,6.0,6.0,0.08199999999999999,0.371,0.309,0.23800000000000002,21235,0.040999999999999995,0.9033404541015625,0.09300000000000001,0.005274311278549565,4.709206498704968e-05
629,0.124,0.05,0.189,0.141,0.496,8.0,6.0,0.17800000000000002,0.315,0.342,0.165,12417,0.06,0.7949777221679688,0.129,0.004429411290972054,0.0
630,0.013,0.026,0.048,0.165,0.748,1.0,1.0,0.159,0.225,0.284,0.331,532403,0.044000000000000004,1.2181558227539062,0.08199999999999999,0.01731395202506372,0.0005597263726913635
631,0.044,0.084,0.096,0.249,0.527,3.0,2.0,0.121,0.336,0.33299999999999996,0.21,109862,0.05,0.8779257965087891,0.127,0.01584715370191695,0.0006189583295406966
632,0.001,0.009,0.065,0.136,0.788,1.0,1.0,0.079,0.23399999999999999,0.33299999999999996,0.354,128990,0.033,1.5255447387695313,0.04,0.010303124273199472,0.00018606093495619815
633,0.035,0.031,0.194,0.246,0.494,4.0,5.0,0.11199999999999999,0.36200000000000004,0.341,0.185,49699,0.05,0.62711669921875,0.18600000000000003,0.005050403428640415,2.0121129197770577e-05
634,0.02,0.018,0.046,0.146,0.769,1.0,1.0,0.094,0.21100000000000002,0.244,0.45,696535,0.040999999999999995,1.3384672546386718,0.07200000000000001,0.017159223872454363,0.0006316983353313186
635,0.018,0.046,0.113,0.267,0.556,4.0,3.0,0.113,0.35600000000000004,0.35100000000000003,0.179,108669,0.053,0.8600820922851562,0.122,0.004573521427454012,0.00016564061507881733
636,0.197,0.157,0.105,0.281,0.26,7.0,9.0,0.153,0.37,0.342,0.135,15678,0.052000000000000005,0.6807201385498047,0.184,0.0025513458349279245,0.0
637,0.013,0.054,0.058,0.224,0.65,6.0,3.0,0.11199999999999999,0.342,0.37,0.177,34096,0.04,0.8325001525878907,0.12,0.004282027217268888,5.8657907085875174e-05
638,0.03,0.147,0.08,0.234,0.51,4.0,3.0,0.107,0.431,0.305,0.157,35648,0.040999999999999995,0.7863087463378906,0.13,0.002580789946140036,5.6104129263913826e-05
639,0.046,0.045,0.23,0.128,0.551,6.0,5.0,0.111,0.35,0.336,0.204,28618,0.043,0.7774085235595704,0.128,0.0029701586414144945,0.0
640,0.041,0.091,0.097,0.182,0.59,5.0,8.0,0.065,0.306,0.305,0.324,29682,0.047,0.7086632537841797,0.233,0.004211306515733441,0.000505356781888013
641,0.03,0.012,0.066,0.176,0.716,1.0,1.0,0.07200000000000001,0.262,0.33,0.337,307774,0.033,1.2913801574707031,0.054000000000000006,0.009532968996731369,0.0003704016583597055
642,0.085,0.062,0.091,0.201,0.561,3.0,2.0,0.040999999999999995,0.251,0.26,0.44799999999999995,171517,0.038,1.0002600860595703,0.14300000000000002,0.003218339873015503,8.745488785368214e-05
643,0.016,0.062,0.088,0.286,0.549,3.0,2.0,0.09699999999999999,0.344,0.33299999999999996,0.225,104009,0.053,0.7550569152832032,0.16699999999999998,0.004326548664057918,0.00022113470949629359
644,0.015,0.05,0.147,0.227,0.561,1.0,1.0,0.09,0.386,0.331,0.19399999999999998,44926,0.043,0.7827255249023437,0.135,0.0029159061567911675,6.677647687308018e-05
645,0.035,0.045,0.083,0.189,0.648,1.0,1.0,0.079,0.307,0.35600000000000004,0.258,262966,0.039,0.9621308135986328,0.109,0.00812652586265905,0.00027379965470821323
646,0.1,0.093,0.101,0.302,0.404,4.0,3.0,0.11199999999999999,0.35200000000000004,0.386,0.15,37205,0.045,0.7555192565917969,0.15,0.0035479102271200108,0.0
647,0.048,0.083,0.133,0.198,0.538,2.0,2.0,0.07200000000000001,0.414,0.34600000000000003,0.168,11438,0.048,0.9193203735351563,0.09,0.0018359853121175031,0.0
648,0.238,0.031,0.292,0.126,0.313,6.0,6.0,0.11199999999999999,0.442,0.293,0.154,13359,0.053,0.7508380126953125,0.121,0.003143947900291938,0.0
649,0.097,0.043,0.232,0.256,0.373,7.0,8.0,0.138,0.342,0.38799999999999996,0.132,13772,0.055999999999999994,0.7825088500976562,0.159,0.002468777229160616,0.0
650,0.102,0.047,0.138,0.172,0.54,3.0,2.0,0.066,0.36700000000000005,0.336,0.231,12196,0.038,1.1169450378417969,0.08199999999999999,0.003689734339127583,0.0
651,0.039,0.066,0.11,0.215,0.571,2.0,2.0,0.086,0.39299999999999996,0.344,0.17800000000000002,15437,0.05,0.8992804718017579,0.081,0.004405000971691391,0.0
652,0.003,0.04,0.112,0.174,0.67,1.0,1.0,0.04,0.292,0.34299999999999997,0.325,34637,0.031,1.3134138488769531,0.042,0.007795132372896036,0.000375321188324624
653,0.018,0.05,0.091,0.316,0.525,6.0,4.0,0.134,0.39899999999999997,0.311,0.156,28414,0.052000000000000005,0.746474609375,0.16,0.0049623425072147535,0.00017596959245442387
654,0.05,0.062,0.177,0.178,0.533,4.0,5.0,0.083,0.40700000000000003,0.311,0.19899999999999998,33658,0.04,0.8081980133056641,0.138,0.005615306910689881,0.00014855309287539365
655,0.081,0.073,0.213,0.243,0.39,6.0,6.0,0.147,0.332,0.326,0.195,14501,0.033,0.945963134765625,0.086,0.0035859595889938625,0.0
656,0.053,0.045,0.129,0.184,0.589,4.0,3.0,0.10099999999999999,0.336,0.36200000000000004,0.2,50643,0.048,0.9184101104736329,0.094,0.007464012795450507,9.873032798214956e-05
657,0.039,0.036,0.096,0.251,0.577,2.0,2.0,0.096,0.27,0.331,0.304,179179,0.051,0.8339160919189453,0.14800000000000002,0.007143694294532283,0.00018975437969851377
658,0.055,0.092,0.104,0.358,0.392,6.0,6.0,0.156,0.386,0.341,0.11699999999999999,20916,0.051,0.8218228149414063,0.14400000000000002,0.0048288391661885635,4.7810288774144196e-05
659,0.003,0.052,0.06,0.198,0.688,3.0,2.0,0.064,0.341,0.316,0.27899999999999997,16344,0.036000000000000004,1.0441108703613282,0.065,0.0024473813020068525,0.0
660,0.138,0.079,0.218,0.205,0.36,7.0,9.0,0.113,0.41200000000000003,0.32299999999999995,0.151,15561,0.043,0.7846760559082031,0.14400000000000002,0.000835421888053467,0.0
661,0.104,0.054,0.213,0.214,0.415,8.0,7.0,0.14,0.344,0.381,0.134,4177,0.055999999999999994,0.6715309143066406,0.16899999999999998,0.0016758439071103662,0.0
662,0.117,0.064,0.189,0.225,0.405,8.0,7.0,0.14300000000000002,0.342,0.392,0.12300000000000001,5335,0.066,0.5563486099243165,0.22,0.016869728209934397,0.0
663,0.021,0.025,0.168,0.251,0.535,8.0,5.0,0.077,0.385,0.392,0.146,5739,0.05,1.0744812774658203,0.076,0.0012197246907126678,0.0
664,0.008,0.032,0.117,0.391,0.452,6.0,4.0,0.166,0.39299999999999996,0.314,0.128,31782,0.037000000000000005,0.8444200134277344,0.127,0.013277956075766158,0.00022025045623308792
665,0.111,0.151,0.107,0.3,0.331,7.0,11.0,0.122,0.299,0.36700000000000005,0.213,15513,0.040999999999999995,0.7191671752929687,0.131,0.0007735447689035003,0.0
666,0.078,0.025,0.066,0.235,0.596,2.0,2.0,0.111,0.299,0.358,0.23199999999999998,141879,0.049,0.8347107696533204,0.136,0.011101008605924768,0.00021849604240232874
667,0.032,0.027,0.037,0.138,0.767,1.0,1.0,0.092,0.28600000000000003,0.349,0.273,259686,0.045,0.8340460968017578,0.133,0.014871806720423897,0.0006007254915551859
668,0.117,0.106,0.111,0.204,0.462,6.0,6.0,0.136,0.285,0.402,0.17800000000000002,23491,0.053,0.7014246368408203,0.157,0.00446979694351028,4.256949470009791e-05
669,0.017,0.03,0.155,0.233,0.564,3.0,2.0,0.076,0.27899999999999997,0.303,0.342,194672,0.04,0.8924463653564453,0.122,0.005064929727952659,0.00017465274923974684
670,0.132,0.1,0.152,0.198,0.417,7.0,9.0,0.102,0.37799999999999995,0.33799999999999997,0.182,6768,0.042,0.809324951171875,0.113,0.002216312056737589,0.0
671,0.113,0.057,0.148,0.162,0.52,9.0,8.0,0.07400000000000001,0.48700000000000004,0.29,0.15,4951,0.047,0.8846876525878906,0.11199999999999999,0.0020197939810139365,0.0
672,0.07,0.047,0.168,0.245,0.469,6.0,6.0,0.078,0.449,0.305,0.16899999999999998,21634,0.039,0.8867826080322265,0.094,0.002588518073402977,4.622353702505316e-05
673,0.013,0.101,0.058,0.155,0.672,2.0,2.0,0.091,0.397,0.33799999999999997,0.175,5342,0.057,0.7918280029296875,0.11199999999999999,0.0013103706476974915,0.0
674,0.036,0.059,0.041,0.222,0.644,4.0,5.0,0.071,0.36,0.377,0.193,44498,0.044000000000000004,0.748222885131836,0.115,0.0070340240010787,0.00013483752078745112
675,0.044,0.04,0.141,0.215,0.56,2.0,2.0,0.07400000000000001,0.319,0.34299999999999997,0.264,131803,0.044000000000000004,0.9565682220458984,0.08199999999999999,0.0027389361395415888,6.069664575161415e-05
676,0.1,0.078,0.162,0.195,0.466,6.0,6.0,0.12300000000000001,0.33,0.32,0.228,16653,0.057,0.7451742553710937,0.172,0.017774575151624332,0.0012610340479192938
677,0.023,0.119,0.088,0.266,0.504,3.0,2.0,0.11900000000000001,0.41100000000000003,0.319,0.151,75758,0.051,0.6688868713378906,0.168,0.0026399852160827898,2.63998521608279e-05
678,0.078,0.113,0.271,0.325,0.212,7.0,11.0,0.095,0.308,0.426,0.172,11520,0.038,0.7838092041015625,0.135,0.0026041666666666665,0.0
679,0.042,0.02,0.141,0.276,0.522,6.0,6.0,0.12300000000000001,0.32799999999999996,0.32,0.23,16844,0.040999999999999995,0.7747355651855469,0.114,0.010686297791498456,0.0
680,0.118,0.046,0.053,0.327,0.456,6.0,4.0,0.079,0.336,0.379,0.20600000000000002,13887,0.025,0.9289862823486328,0.081,0.004032548426586016,0.0
681,0.086,0.142,0.128,0.3,0.345,7.0,9.0,0.11599999999999999,0.363,0.375,0.146,16215,0.048,0.7488441467285156,0.131,0.00265186555658341,6.167129201356769e-05
682,0.19,0.144,0.095,0.239,0.332,6.0,6.0,0.087,0.384,0.37799999999999995,0.152,13537,0.038,0.7424723815917968,0.145,0.004210681834970821,0.0
683,0.025,0.066,0.042,0.218,0.649,4.0,5.0,0.09699999999999999,0.371,0.348,0.185,55175,0.043,0.7351325988769531,0.114,0.005854100589034889,0.00028998640688717716
684,0.041,0.024,0.062,0.134,0.739,1.0,1.0,0.091,0.267,0.302,0.34,690743,0.038,1.3039501953125,0.065,0.012308485210852661,0.0004907758746740829
685,0.095,0.122,0.136,0.183,0.464,3.0,2.0,0.08800000000000001,0.306,0.38,0.226,66597,0.043,0.8229497528076172,0.134,0.004729942790215776,7.5078456987552e-05
686,0.031,0.03,0.089,0.193,0.657,2.0,2.0,0.12300000000000001,0.32,0.331,0.226,282572,0.057,0.8598220062255859,0.161,0.012963067819883075,0.0004317483685573942
687,0.062,0.067,0.112,0.242,0.517,2.0,2.0,0.055,0.321,0.309,0.316,38459,0.037000000000000005,1.1142143249511718,0.061,0.0023661561663069763,7.800514833979043e-05
688,0.136,0.047,0.16,0.348,0.309,6.0,5.0,0.159,0.397,0.29,0.153,35777,0.027000000000000003,0.9291007995605469,0.126,0.002236073455012997,8.385275456298739e-05
689,0.07,0.14,0.099,0.228,0.464,2.0,2.0,0.107,0.287,0.324,0.282,379299,0.031,0.9864797210693359,0.105,0.009446373441532933,0.0004402858958236115
690,0.138,0.084,0.085,0.286,0.406,3.0,2.0,0.091,0.326,0.26,0.32299999999999995,83779,0.025,1.2354166412353516,0.11199999999999999,0.008773081559818093,0.0005968082693753805
691,0.082,0.126,0.112,0.183,0.496,3.0,2.0,0.105,0.43200000000000005,0.294,0.16899999999999998,8748,0.032,0.9548571014404297,0.087,0.006858710562414266,0.0
692,0.093,0.152,0.106,0.203,0.447,6.0,6.0,0.106,0.48100000000000004,0.27699999999999997,0.136,11758,0.04,0.812451171875,0.128,0.004762714747406021,0.00017009695526450075
693,0.052,0.085,0.142,0.308,0.413,1.0,1.0,0.064,0.213,0.239,0.483,67843,0.025,1.46028076171875,0.069,0.009507244667836033,0.0007222557964712646
694,0.055,0.061,0.041,0.184,0.66,1.0,1.0,0.08800000000000001,0.326,0.312,0.27399999999999997,15092,0.03,1.0347119903564452,0.105,0.004571958653591307,6.626027034190299e-05
