,Never,Rarely,Sometimes,Frequently,Always,Always-Freq,Never-Rare-Some,Rural Code,Urban Code,Per Less than HS,Per Only HS,Per Some College,Per Bachelors or Higher,Population,Unemployment Rate,Per of Median HH Income,Per in Poverty,Per of Cases,Per of Deaths
3036,0.092,0.122,0.184,0.117,0.486,0.603,0.398,6,6,0.108,0.399,0.3,0.193,18913,0.039,0.926468963623047,0.117,0.002749431607889,0
1870,0.1,0.04,0.064,0.214,0.582,0.796,0.204,7,11,0.213,0.38,0.273,0.134,18947,0.048,0.660399398803711,0.242,0.012930806987914,0.000263894020162
494,0.059,0.06,0.147,0.192,0.542,0.734,0.266,1,1,0.13,0.409,0.301,0.159,18962,0.03,1.2091202545166,0.087,0.009861828921,0.000210948212214
1031,0.053,0.034,0.118,0.185,0.61,0.795,0.205,8,7,0.244,0.404,0.234,0.118,19035,0.047,0.817475509643555,0.201,0.004938271604938,0
922,0.026,0.069,0.09,0.182,0.634,0.816,0.185,3,2,0.065,0.404,0.312,0.219,19043,0.031,1.10512992858887,0.078,0.003203276794623,0
465,0.07,0.06,0.171,0.293,0.406,0.699,0.301,1,1,0.133,0.401,0.295,0.171,19077,0.039,0.926585922241211,0.148,0.011584630707134,0.000471772291241
393,0.047,0.129,0.15,0.164,0.51,0.674,0.326,3,2,0.2,0.466,0.252,0.082,19109,0.041,0.721226806640625,0.161,0.01172222512952,0.000209325448741
1120,0.067,0.053,0.095,0.366,0.42,0.786,0.215,2,2,0.202,0.425,0.247,0.126,19135,0.046,0.979122619628906,0.187,0.025607525476875,0.001829108962634
1550,0.032,0.102,0.156,0.302,0.408,0.71,0.29,6,6,0.125,0.447,0.268,0.16,19136,0.026,0.994021759033203,0.091,0.01055602006689,0.000209030100334
749,0.01,0.109,0.087,0.252,0.542,0.794,0.206,6,6,0.106,0.47,0.275,0.149,19169,0.033,0.935626602172852,0.121,0.009442328759977,0.000678178308728
3046,0.085,0.102,0.142,0.239,0.432,0.671,0.329,6,6,0.094,0.425,0.316,0.165,19189,0.042,0.772815780639648,0.13,0.002397206733024,5.21131898483506E-05
432,0.132,0.177,0.081,0.107,0.503,0.61,0.39,6,6,0.226,0.431,0.235,0.108,19194,0.04,0.661210632324219,0.206,0.016828175471502,5.2099614462853E-05
982,0.076,0.115,0.167,0.243,0.399,0.642,0.358,7,9,0.215,0.387,0.235,0.163,19202,0.053,0.720491409301758,0.214,0.010623893344443,0.000989480262473
2312,0.13,0.156,0.025,0.148,0.542,0.69,0.311,6,6,0.176,0.469,0.24,0.114,19222,0.027,0.666430130004883,0.232,0.017948184372074,0.000364166059723
386,0.136,0.103,0.125,0.238,0.399,0.637,0.364,8,6,0.229,0.406,0.236,0.128,19234,0.027,0.863292999267578,0.128,0.012529894977644,0.000155973796402
1116,0.11,0.104,0.112,0.095,0.579,0.674,0.326,7,8,0.229,0.414,0.229,0.128,19259,0.065,0.709791030883789,0.275,0.013552105509113,0.000363466431279
1059,0.046,0.082,0.074,0.144,0.654,0.798,0.202,7,9,0.196,0.427,0.246,0.132,19273,0.039,0.919741287231445,0.168,0.005292377938048,0
484,0.061,0.064,0.093,0.168,0.614,0.782,0.218,1,1,0.135,0.348,0.309,0.208,19276,0.031,1.08295402526855,0.111,0.011205644324549,0
1402,0.029,0.082,0.098,0.214,0.577,0.791,0.209,7,9,0.184,0.339,0.276,0.201,19316,0.075,0.732733840942383,0.297,0.01884448125906,0.000724787740733
1089,0.032,0.058,0.047,0.41,0.453,0.863,0.137,1,1,0.102,0.351,0.345,0.202,19351,0.036,1.52830291748047,0.073,0.004960983928479,0
1783,0.001,0.041,0.076,0.173,0.709,0.882,0.118,6,5,0.022,0.099,0.215,0.665,19369,0.032,2.34522598266602,0.035,0.001032577830554,0
1460,0.072,0.179,0.155,0.225,0.37,0.595,0.406,8,6,0.209,0.41,0.281,0.1,19383,0.051,0.943672714233398,0.17,0.015787029871537,0.000154774802662
390,0.073,0.098,0.156,0.214,0.46,0.674,0.327,6,6,0.219,0.423,0.239,0.118,19397,0.04,0.678902359008789,0.201,0.013352580295922,0
1195,0.005,0.014,0.06,0.207,0.714,0.921,0.079,6,4,0.12,0.286,0.252,0.342,19422,0.04,0.757294235229492,0.124,0.012151168777675,0.00118422407579
828,0.032,0.096,0.229,0.232,0.411,0.643,0.357,6,6,0.077,0.419,0.316,0.188,19439,0.032,0.933340911865234,0.123,0.006893358711868,5.14429754617007E-05
1479,0.188,0.122,0.168,0.277,0.245,0.522,0.478,7,10,0.141,0.408,0.316,0.134,19443,0.048,0.734535980224609,0.167,0.00365169984056,5.14323921205575E-05
6,0.102,0.053,0.257,0.137,0.451,0.588,0.412,6,6,0.154,0.439,0.246,0.161,19448,0.036,0.771551666259766,0.216,0.038924310983135,0.001851090086384
493,0.05,0.143,0.127,0.157,0.522,0.679,0.32,6,5,0.163,0.44,0.277,0.119,19465,0.034,0.753849868774414,0.164,0.019316722322117,0.00030824556897
606,0.048,0.061,0.105,0.191,0.594,0.785,0.214,6,6,0.177,0.327,0.307,0.19,19465,0.036,0.928784027099609,0.08,0.005240174672489,0.00010274852299
1928,0.017,0.003,0.067,0.201,0.712,0.913,0.087,9,8,0.205,0.397,0.27,0.128,19483,0.052,0.693124008178711,0.216,0.014063542575579,0.000821228763537
471,0.014,0.119,0.086,0.159,0.621,0.78,0.219,3,2,0.148,0.315,0.381,0.155,19559,0.036,0.840209884643555,0.142,0.006237537706427,5.11273582493993E-05
1782,0.04,0.012,0.055,0.162,0.731,0.893,0.107,7,9,0.085,0.291,0.331,0.293,19572,0.046,0.908363952636719,0.137,0.005058246474555,5.10933987328837E-05
2149,0.085,0.057,0.265,0.221,0.373,0.594,0.407,6,6,0.142,0.422,0.294,0.142,19596,0.058,0.745936431884766,0.197,0.007705654215146,5.10308226168606E-05
342,0.17,0.077,0.081,0.111,0.562,0.673,0.328,6,6,0.226,0.39,0.281,0.103,19617,0.035,0.656677627563477,0.201,0.022072692052811,0.000101952388235
928,0.168,0.123,0.091,0.147,0.471,0.618,0.382,7,8,0.12,0.326,0.376,0.178,19618,0.04,0.712097778320312,0.158,0.005556121928841,0
790,0.183,0.062,0.26,0.207,0.288,0.495,0.505,7,8,0.222,0.295,0.287,0.196,19620,0.021,0.923002243041992,0.102,0.090876656472987,0.000611620795107
746,0.096,0.086,0.073,0.315,0.43,0.745,0.255,6,4,0.167,0.451,0.259,0.123,19646,0.035,0.831889877319336,0.141,0.00829685432149,0.001323424615698
812,0.054,0.075,0.128,0.349,0.394,0.743,0.257,6,6,0.079,0.389,0.334,0.198,19650,0.036,0.859805526733398,0.132,0.003918575063613,0
107,0.023,0.103,0.163,0.117,0.595,0.712,0.289,7,11,0.177,0.399,0.292,0.132,19657,0.054,0.973969802856445,0.185,0.012107646131149,0.000203489850944
1348,0.18,0.115,0.134,0.205,0.366,0.571,0.429,7,11,0.073,0.381,0.345,0.201,19683,0.038,0.732627563476563,0.105,0.010211857948484,0.000254026317126
2573,0.025,0.121,0.085,0.137,0.632,0.769,0.231,7,9,0.178,0.328,0.363,0.13,19717,0.048,0.819920654296875,0.155,0.006999036364559,0
1955,0.027,0.024,0.105,0.158,0.686,0.844,0.156,8,4,0.195,0.341,0.309,0.155,19731,0.057,0.645204544067383,0.217,0.012112918757286,0.000304090010643
2350,0.249,0.074,0.303,0.107,0.267,0.374,0.626,7,8,0.083,0.306,0.372,0.239,19775,0.029,0.949564666748047,0.117,0.004399494310999,5.05689001264223E-05
990,0.024,0.037,0.042,0.129,0.769,0.898,0.103,2,2,0.15,0.373,0.289,0.189,19788,0.038,0.900298538208008,0.141,0.003486961795027,5.05356781888013E-05
2659,0.041,0.08,0.129,0.22,0.529,0.749,0.25,6,4,0.145,0.375,0.325,0.155,19818,0.028,0.837689743041992,0.129,0.002876173175901,5.04591785245736E-05
2824,0.011,0.038,0.052,0.153,0.747,0.9,0.101,3,2,0.136,0.307,0.279,0.278,19819,0.023,0.959121780395508,0.076,0.006912558655835,0.000100913265049
3096,0.131,0.183,0.128,0.235,0.324,0.559,0.442,7,9,0.062,0.318,0.395,0.226,19830,0.033,1.07735214233398,0.07,0.004488149268785,0
1007,0.153,0.082,0.165,0.16,0.44,0.6,0.4,7,10,0.357,0.342,0.206,0.095,19901,0.07,0.577445640563965,0.326,0.007135319833174,0.000251243656098
53,0.031,0.06,0.169,0.157,0.584,0.741,0.26,3,2,0.194,0.367,0.304,0.135,19930,0.035,0.777442932128906,0.243,0.018364274962368,0.000501756146513
2749,0.051,0.259,0.033,0.469,0.188,0.657,0.343,7,9,0.121,0.366,0.369,0.144,19938,0.039,0.785113296508789,0.142,0.003861972113552,0
889,0.131,0.121,0.164,0.174,0.41,0.584,0.416,6,6,0.11,0.335,0.364,0.191,19939,0.034,0.768717346191406,0.154,0.00371131952455,5.01529665479713E-05
823,0.123,0.142,0.091,0.183,0.461,0.644,0.356,6,6,0.071,0.377,0.352,0.201,19954,0.027,0.934311676025391,0.117,0.005562794427183,0.000150345795329
162,0.18,0.08,0.217,0.076,0.446,0.522,0.477,7,11,0.154,0.374,0.34,0.133,19964,0.042,0.810322341918945,0.202,0.006411540773392,5.00901622921258E-05
2485,0.086,0.145,0.167,0.181,0.421,0.602,0.398,2,2,0.238,0.46,0.217,0.085,19972,0.04,0.858315353393555,0.183,0.005707991187663,0
712,0.142,0.114,0.128,0.217,0.399,0.616,0.384,7,9,0.126,0.403,0.327,0.144,19974,0.032,0.954770278930664,0.096,0.007009111845399,5.0065084609993E-05
1612,0.118,0.174,0.118,0.188,0.402,0.59,0.41,7,9,0.122,0.349,0.326,0.202,19980,0.072,0.762803955078125,0.174,0.003453453453453,0.0001001001001
2173,0.123,0.12,0.102,0.225,0.43,0.655,0.345,7,8,0.268,0.261,0.249,0.223,19983,0.02,1.02878028869629,0.147,0.051743982385027,0.00035029775309
2919,0.077,0.051,0.072,0.076,0.724,0.8,0.2,6,5,0.354,0.271,0.239,0.136,19983,0.057,0.680466232299805,0.168,0.019316418956113,0.000200170144623
875,0.122,0.044,0.151,0.177,0.505,0.682,0.317,7,11,0.053,0.327,0.322,0.297,19991,0.029,1.05945930480957,0.086,0.003901755790106,5.00225101295583E-05
1122,0.123,0.054,0.102,0.156,0.565,0.721,0.279,7,11,0.237,0.429,0.214,0.119,20015,0.072,0.69429443359375,0.258,0.039220584561579,0.000799400449663
1656,0.113,0.167,0.131,0.163,0.425,0.588,0.411,3,2,0.254,0.364,0.256,0.125,20026,0.039,0.963975372314453,0.106,0.094926595425946,0.002097273544392
2619,0.064,0.079,0.121,0.193,0.543,0.736,0.264,3,2,0.216,0.403,0.267,0.115,20083,0.043,0.797795257568359,0.204,0.030971468406115,0
1143,0.066,0.08,0.126,0.194,0.534,0.728,0.272,6,6,0.205,0.406,0.254,0.135,20122,0.063,0.774555816650391,0.251,0.025494483649737,0.000298181095319
2634,0.008,0.029,0.114,0.114,0.736,0.85,0.151,6,6,0.147,0.412,0.274,0.167,20154,0.03,0.821809997558594,0.11,0.029423439515729,0.000694651185869
2478,0.088,0.091,0.202,0.113,0.507,0.62,0.381,1,1,0.149,0.469,0.259,0.124,20157,0.03,0.973647079467773,0.153,0.01785980056556,0.00014883167138
2554,0.003,0.019,0.091,0.061,0.827,0.888,0.113,6,6,0.19,0.392,0.29,0.128,20160,0.026,0.820435943603516,0.171,0.026339285714286,0.000744047619048
793,0.153,0.11,0.241,0.139,0.358,0.497,0.504,7,11,0.065,0.363,0.35,0.222,20165,0.019,0.993075180053711,0.082,0.008727994049095,4.95908752789487E-05
1466,0.037,0.062,0.121,0.194,0.587,0.781,0.22,7,9,0.213,0.377,0.249,0.16,20183,0.061,0.849939041137695,0.222,0.036218599811723,0.001040479611554
2180,0.146,0.232,0.145,0.247,0.229,0.476,0.523,7,8,0.119,0.407,0.276,0.198,20211,0.029,1.34540008544922,0.122,0.001583296224828,0
3013,0.163,0.189,0.227,0.213,0.208,0.421,0.579,8,6,0.129,0.428,0.319,0.124,20220,0.052,0.828271789550781,0.116,0.003412462908012,9.89119683481701E-05
3105,0.098,0.278,0.154,0.207,0.264,0.471,0.53,7,8,0.072,0.401,0.372,0.154,20226,0.039,1.06959732055664,0.085,0.012805300108771,4.94413131612776E-05
539,0.069,0.056,0.083,0.187,0.605,0.792,0.208,3,2,0.187,0.418,0.291,0.104,20247,0.039,0.696400299072266,0.203,0.020793203931447,0.0011359707611
695,0.059,0.104,0.17,0.22,0.447,0.667,0.333,3,2,0.108,0.407,0.312,0.172,20257,0.03,1.02339584350586,0.087,0.006861825541788,9.87313027595399E-05
761,0.017,0.134,0.104,0.216,0.529,0.745,0.255,8,7,0.099,0.449,0.303,0.149,20277,0.031,1.02717948913574,0.087,0.005572816491591,0.000147950880308
2574,0.136,0.007,0.038,0.108,0.71,0.818,0.181,6,4,0.334,0.357,0.237,0.072,20306,0.026,0.63019172668457,0.277,0.02339210085689,0.000246232640599
1097,0.102,0.151,0.16,0.169,0.417,0.586,0.413,7,9,0.281,0.374,0.217,0.128,20333,0.058,0.659235305786133,0.238,0.002704962376432,0
3073,0.201,0.165,0.09,0.12,0.424,0.544,0.456,6,6,0.114,0.451,0.288,0.147,20343,0.037,0.816787948608398,0.097,0.002457847908371,0
247,0.038,0.045,0.134,0.138,0.645,0.783,0.217,7,11,0.071,0.267,0.326,0.335,20356,0.024,0.782462615966797,0.11,0.014049911573983,0.000933385733936
530,0.104,0.07,0.053,0.157,0.617,0.774,0.227,7,9,0.198,0.425,0.237,0.14,20374,0.041,0.67270378112793,0.214,0.020123687052125,9.81643270835378E-05
1496,0.066,0.103,0.106,0.209,0.517,0.726,0.275,1,1,0.084,0.394,0.328,0.194,20387,0.03,1.12489761352539,0.099,0.002992102810615,0
3012,0.073,0.098,0.176,0.245,0.408,0.653,0.347,6,7,0.2,0.491,0.214,0.095,20394,0.069,0.878789138793945,0.229,0.001029714621948,4.90340296165539E-05
2979,0.091,0.077,0.164,0.167,0.501,0.668,0.332,2,2,0.191,0.468,0.253,0.087,20409,0.063,0.887770004272461,0.197,0.003037875447107,0
3043,0.033,0.035,0.112,0.208,0.612,0.82,0.18,2,2,0.071,0.408,0.33,0.191,20434,0.032,1.02652038574219,0.074,0.005383184887932,9.78760888714887E-05
725,0.141,0.139,0.157,0.235,0.328,0.563,0.437,6,6,0.152,0.472,0.27,0.106,20436,0.03,0.858201599121094,0.125,0.004208259933451,0
2747,0.107,0.134,0.114,0.293,0.353,0.646,0.355,7,8,0.092,0.272,0.473,0.164,20463,0.037,0.688329696655273,0.164,0.001612666764404,0
2328,0.053,0.095,0.117,0.206,0.529,0.735,0.265,2,2,0.208,0.362,0.269,0.161,20473,0.027,0.878158264160156,0.161,0.01992868656279,0.000341913740048
995,0.023,0.146,0.177,0.138,0.517,0.655,0.346,8,7,0.178,0.446,0.266,0.111,20477,0.053,0.881602096557617,0.183,0.002490599208868,9.76705572105289E-05
2419,0.157,0.152,0.231,0.132,0.328,0.46,0.54,6,4,0.201,0.422,0.221,0.157,20490,0.043,0.828001480102539,0.18,0.014787701317716,4.88042947779405E-05
1579,0.164,0.105,0.11,0.125,0.496,0.621,0.379,7,11,0.115,0.419,0.29,0.177,20563,0.035,0.804915008544922,0.171,0.002139765598405,0
425,0.145,0.025,0.15,0.236,0.443,0.679,0.32,6,6,0.168,0.423,0.273,0.137,20605,0.054,0.663728790283203,0.206,0.009123999029362,0.000145595729192
1542,0.211,0.118,0.175,0.193,0.304,0.497,0.504,8,7,0.207,0.401,0.264,0.129,20627,0.043,0.775128555297852,0.178,0.003005769137538,0
3039,0.027,0.1,0.14,0.329,0.404,0.733,0.267,6,6,0.116,0.4,0.34,0.144,20643,0.039,0.892017364501953,0.124,0.002276800852589,4.84425713316863E-05
764,0.127,0.071,0.077,0.207,0.517,0.724,0.275,3,2,0.113,0.447,0.332,0.108,20669,0.043,0.926375885009766,0.144,0.003725385843534,4.83816343316077E-05
832,0.04,0.105,0.165,0.336,0.355,0.691,0.31,2,2,0.083,0.397,0.335,0.184,20681,0.032,1.02575759887695,0.095,0.005899134471254,4.83535612397853E-05
2009,0.202,0.053,0.076,0.314,0.354,0.668,0.331,7,8,0.089,0.346,0.329,0.235,20704,0.023,0.894587707519531,0.108,0.005264683153014,9.65996908809892E-05
1937,0.018,0.115,0.105,0.263,0.499,0.762,0.238,8,7,0.091,0.26,0.332,0.317,20724,0.038,0.930595245361328,0.121,0.006562439683459,0.000241266164833
1718,0.086,0.116,0.15,0.261,0.386,0.647,0.352,2,2,0.043,0.309,0.345,0.303,20729,0.029,1.18813400268555,0.068,0.005017125765835,4.82415939022625E-05
49,0.112,0.041,0.182,0.288,0.378,0.666,0.335,7,11,0.163,0.461,0.235,0.141,20733,0.049,0.772729873657227,0.233,0.020932812424637,0.000192929146771
1411,0.056,0.135,0.133,0.189,0.486,0.675,0.324,7,8,0.2,0.276,0.327,0.197,20758,0.051,0.883143157958984,0.203,0.038780229309182,0.000963483957992
747,0.094,0.038,0.087,0.282,0.5,0.782,0.219,3,2,0.148,0.426,0.299,0.126,20799,0.04,0.926584167480469,0.12,0.00375018029713,4.80792345785855E-05
2581,0.001,0.001,0.091,0.078,0.828,0.906,0.093,6,4,0.241,0.414,0.222,0.123,20837,0.027,0.756120758056641,0.162,0.029610788501224,0.000335940874406
120,0.071,0.12,0.137,0.347,0.325,0.672,0.328,6,6,0.141,0.434,0.265,0.16,20846,0.043,0.957241973876953,0.156,0.006428091720234,0.000143912501199
2293,0.169,0.067,0.035,0.281,0.447,0.728,0.271,6,6,0.189,0.357,0.339,0.115,20866,0.043,0.650727462768555,0.249,0.015719352055976,0.000191699415317
658,0.055,0.092,0.104,0.358,0.392,0.75,0.251,6,6,0.156,0.386,0.341,0.117,20916,0.051,0.821822814941406,0.144,0.004828839166189,4.78102887741442E-05
1322,0.035,0.096,0.071,0.325,0.473,0.798,0.202,3,2,0.052,0.347,0.358,0.244,20934,0.034,1.15976333618164,0.056,0.005827839877711,0
2609,0.112,0.064,0.128,0.249,0.447,0.696,0.304,6,5,0.145,0.334,0.383,0.138,20938,0.044,0.904628067016601,0.114,0.005444646098004,9.55201069825198E-05
2661,0.101,0.064,0.123,0.27,0.441,0.711,0.288,7,8,0.333,0.233,0.291,0.143,20940,0.023,0.860330429077148,0.119,0.048376313276027,0.00062082139446
1284,0.061,0.117,0.106,0.259,0.458,0.717,0.284,9,11,0.145,0.39,0.345,0.121,20997,0.067,0.694650726318359,0.182,0.002428918416917,9.52517026241844E-05
2799,0.037,0.099,0.219,0.181,0.463,0.644,0.355,9,10,0.297,0.361,0.236,0.106,21004,0.056,0.482287406921387,0.217,0.003380308512664,0
1440,0.01,0.025,0.1,0.203,0.662,0.865,0.135,7,9,0.153,0.305,0.375,0.166,21018,0.055,0.935420684814453,0.203,0.024455228851461,0.000523360928728
575,0.134,0.219,0.106,0.152,0.39,0.542,0.459,7,8,0.216,0.296,0.355,0.134,21039,0.025,0.9234423828125,0.113,0.020343172204002,9.506155235515E-05
1325,0.026,0.102,0.099,0.29,0.483,0.773,0.227,3,2,0.087,0.34,0.361,0.211,21067,0.033,0.841497955322266,0.094,0.002895523805003,0
1902,0.072,0.061,0.127,0.24,0.501,0.741,0.26,8,7,0.259,0.325,0.311,0.105,21069,0.038,0.778002395629883,0.202,0.01447624471973,0.000142389292325
1148,0.034,0.099,0.202,0.061,0.603,0.664,0.335,1,1,0.147,0.429,0.28,0.143,21096,0.06,1.12017684936523,0.166,0.029579067121729,0.001469472885855
97,0.031,0.064,0.162,0.173,0.57,0.743,0.257,6,4,0.227,0.33,0.32,0.124,21108,0.058,0.635320091247559,0.221,0.022361190070116,0.000473754026909
479,0.109,0.086,0.138,0.15,0.517,0.667,0.333,1,1,0.209,0.389,0.288,0.115,21167,0.045,0.703325271606445,0.222,0.016393442622951,0.000236216752492
789,0.021,0.124,0.087,0.394,0.373,0.767,0.232,6,6,0.059,0.389,0.346,0.206,21175,0.028,1.09867813110352,0.095,0.005100354191263,4.72255017709563E-05
628,0.034,0.104,0.22,0.178,0.465,0.643,0.358,6,6,0.082,0.371,0.309,0.238,21235,0.041,0.903340454101562,0.093,0.00527431127855,4.70920649870497E-05
2521,0.019,0.028,0.179,0.071,0.703,0.774,0.226,6,5,0.193,0.333,0.325,0.15,21290,0.032,0.872977981567383,0.147,0.021277595115078,0.000140911225928
474,0.072,0.053,0.123,0.265,0.488,0.753,0.248,2,2,0.178,0.405,0.279,0.137,21312,0.051,0.717885360717773,0.18,0.01341966966967,0.000422297297297
983,0.101,0.072,0.097,0.211,0.519,0.73,0.27,3,2,0.19,0.395,0.269,0.146,21315,0.042,0.905293197631836,0.168,0.010180623973728,0.00037532254281
611,0.069,0.076,0.156,0.229,0.47,0.699,0.301,6,4,0.17,0.397,0.316,0.117,21336,0.044,0.70671272277832,0.151,0.002530933633296,0.000140607424072
180,0.116,0.1,0.112,0.198,0.474,0.672,0.328,6,5,0.199,0.409,0.257,0.135,21341,0.04,0.907160339355469,0.156,0.047420458272808,0.000656014244881
2734,0.034,0.015,0.067,0.064,0.82,0.884,0.116,6,5,0.341,0.365,0.193,0.101,21358,0.082,0.559318580627441,0.305,0.027437025938758,0.000842775540781
2463,0.08,0.113,0.077,0.318,0.413,0.731,0.27,2,2,0.187,0.503,0.236,0.073,21403,0.041,0.784198989868164,0.22,0.003550904078867,4.67224220903612E-05
965,0.138,0.14,0.092,0.226,0.403,0.629,0.37,5,8,0.318,0.306,0.264,0.111,21428,0.031,0.89841682434082,0.142,0.055441478439425,0.000186671644577
2632,0.024,0.019,0.077,0.233,0.648,0.881,0.12,2,2,0.094,0.281,0.425,0.2,21428,0.033,0.918384246826172,0.124,0.003920104536121,4.66679111442972E-05
2960,0.097,0.138,0.093,0.197,0.475,0.672,0.328,3,2,0.203,0.506,0.207,0.084,21457,0.055,0.898025054931641,0.189,0.003541967656243,0
147,0.148,0.11,0.12,0.143,0.479,0.622,0.378,6,6,0.149,0.45,0.28,0.121,21466,0.043,0.861872711181641,0.174,0.006568526972887,0
1331,0.078,0.15,0.164,0.227,0.38,0.607,0.392,7,9,0.071,0.308,0.349,0.272,21491,0.054,0.752244110107422,0.112,0.001256339863199,0
2575,0.121,0.034,0.033,0.176,0.636,0.812,0.188,7,9,0.388,0.294,0.194,0.124,21492,0.024,1.04882583618164,0.132,0.006141820212172,0
2537,0.004,0.044,0.078,0.228,0.645,0.873,0.126,6,4,0.185,0.364,0.265,0.186,21493,0.031,0.868262481689453,0.136,0.011259479830643,9.30535523193598E-05
1668,0.127,0.03,0.103,0.26,0.48,0.74,0.26,6,5,0.103,0.352,0.343,0.202,21513,0.036,0.897724761962891,0.112,0.003765165248919,0.000185934086366
134,0.098,0.073,0.096,0.179,0.554,0.733,0.267,6,6,0.19,0.369,0.289,0.151,21532,0.038,0.833680114746094,0.185,0.009613598365224,9.28850083596507E-05
186,0.027,0.031,0.092,0.151,0.7,0.851,0.15,6,4,0.306,0.237,0.303,0.154,21547,0.128,0.734217834472656,0.12,0.014990485914513,0.00018564069244
1048,0.078,0.05,0.127,0.122,0.624,0.746,0.255,9,10,0.248,0.375,0.261,0.117,21553,0.074,0.620694274902344,0.289,0.002273465410848,0
2866,0.074,0.124,0.121,0.157,0.523,0.68,0.319,2,2,0.188,0.372,0.296,0.144,21566,0.031,0.539917106628418,0.148,0.002457572104238,0.000139107854957
375,0.103,0.086,0.19,0.145,0.476,0.621,0.379,6,6,0.226,0.433,0.268,0.074,21569,0.036,0.726156311035156,0.199,0.016690620798368,0.000139088506653
1707,0.108,0.09,0.28,0.223,0.3,0.523,0.478,2,2,0.072,0.298,0.376,0.254,21578,0.028,1.12317901611328,0.069,0.005931967744925,9.26869960144592E-05
2763,0.152,0.096,0.171,0.3,0.282,0.582,0.419,7,11,0.101,0.331,0.397,0.171,21620,0.031,0.779116287231445,0.121,0.003422756706753,9.25069380203515E-05
1381,0.041,0.085,0.129,0.318,0.427,0.745,0.255,3,2,0.078,0.345,0.357,0.219,21627,0.033,0.851145172119141,0.084,0.003606602857539,0
1355,0.244,0.078,0.18,0.215,0.284,0.499,0.502,7,8,0.222,0.325,0.299,0.153,21629,0.03,0.768828277587891,0.11,0.080447547274493,0.000277405335429
672,0.07,0.047,0.168,0.245,0.469,0.714,0.285,6,6,0.078,0.449,0.305,0.169,21634,0.039,0.886782608032227,0.094,0.002588518073403,4.62235370250532E-05
2718,0.021,0.066,0.054,0.155,0.703,0.858,0.141,6,6,0.156,0.442,0.277,0.125,21672,0.058,0.753450775146484,0.172,0.00530638612034,4.61424880029531E-05
1140,0.044,0.082,0.068,0.198,0.608,0.806,0.194,2,2,0.197,0.402,0.248,0.152,21730,0.054,0.939402847290039,0.2,0.032489645651174,0.00147261849977
1920,0.016,0.034,0.08,0.178,0.692,0.87,0.13,2,2,0.146,0.307,0.271,0.276,21755,0.036,0.872342681884766,0.146,0.00174672489083,0
1264,0.003,0.038,0.092,0.203,0.663,0.866,0.133,9,8,0.048,0.218,0.306,0.428,21761,0.037,1.2245556640625,0.071,0.00294104131244,0
2103,0.1,0.201,0.138,0.135,0.426,0.561,0.439,7,9,0.091,0.462,0.289,0.157,21772,0.031,1.05159782409668,0.075,0.005465735807459,0.000229652765019
627,0.074,0.079,0.124,0.185,0.537,0.722,0.277,1,1,0.083,0.375,0.338,0.205,21773,0.044,0.915318145751953,0.104,0.002985348826528,4.59284434850503E-05
2641,0.08,0.036,0.056,0.214,0.615,0.829,0.172,7,11,0.14,0.259,0.344,0.257,21795,0.034,0.868418579101562,0.108,0.003945859142005,4.58820830465703E-05
1513,0.128,0.147,0.117,0.345,0.262,0.607,0.392,6,4,0.121,0.425,0.3,0.155,21824,0.037,0.819084930419922,0.173,0.003161656891496,0.000137463343109
2108,0.088,0.265,0.187,0.121,0.339,0.46,0.54,7,8,0.13,0.384,0.313,0.173,21859,0.032,0.927727890014648,0.208,0.001967153117709,4.5747746923464E-05
481,0.044,0.112,0.055,0.159,0.63,0.789,0.211,6,6,0.253,0.382,0.255,0.111,21863,0.046,0.603438262939453,0.307,0.027855280611078,0.001875314458217
2582,0.139,0.069,0.134,0.222,0.436,0.658,0.342,6,5,0.199,0.323,0.344,0.133,21886,0.036,0.820420303344727,0.145,0.008361509640866,9.13826190258613E-05
1105,0.079,0.034,0.213,0.206,0.468,0.674,0.326,6,4,0.264,0.437,0.196,0.102,21891,0.061,1.01281600952148,0.188,0.024530629025627,0.000867936594948
1065,0.047,0.012,0.178,0.195,0.567,0.762,0.237,6,6,0.148,0.384,0.292,0.175,21933,0.046,1.05762016296387,0.138,0.003328318059545,0
2962,0.067,0.11,0.195,0.192,0.436,0.628,0.372,3,2,0.088,0.417,0.301,0.194,21939,0.052,1.04605522155762,0.12,0.002780436665299,4.55809289393318E-05
871,0.035,0.102,0.123,0.151,0.589,0.74,0.26,3,2,0.089,0.393,0.303,0.215,21965,0.025,1.0230233001709,0.091,0.012975187798771,0.000455269747325
1459,0.068,0.069,0.217,0.213,0.434,0.647,0.354,6,4,0.224,0.359,0.262,0.155,22015,0.051,0.973175430297852,0.162,0.01335453100159,0.000545082898024
2474,0.121,0.144,0.154,0.219,0.362,0.581,0.419,6,6,0.212,0.45,0.244,0.094,22068,0.044,0.691384048461914,0.22,0.004440819285844,0
1545,0.093,0.193,0.16,0.283,0.272,0.555,0.446,6,5,0.075,0.386,0.261,0.278,22092,0.03,0.826474914550781,0.178,0.006925583921782,0
841,0.069,0.067,0.294,0.283,0.287,0.57,0.43,7,8,0.088,0.388,0.3,0.223,22095,0.025,0.95849983215332,0.108,0.006109979633401,0.000769404842725
1157,0.071,0.142,0.106,0.244,0.436,0.68,0.319,3,2,0.144,0.471,0.239,0.146,22108,0.058,0.87299446105957,0.194,0.026958567034558,0.001447439840782
