,Never,Rarely,Sometimes,Frequently,Always,Always-Freq,Never-Rare-Some,Rural Code,Urban Code,Per Less than HS,Per Only HS,Per Some College,Per Bachelors or Higher,Population,Unemployment Rate,Per of Median HH Income,Per in Poverty,Per of Cases,Per of Deaths
2623,0.04,0.01,0.08,0.098,0.772,0.87,0.13,9,8,0.663,0.211,0.058,0.068,404,0.036,0.720317306518555,0.142,0.014851485148515,0.002475247524752
1688,0.121,0.147,0.115,0.257,0.361,0.618,0.383,9,8,0.109,0.249,0.393,0.249,494,0.027,0.82213623046875,0.126,0.008097165991903,0
1779,0.057,0.152,0.062,0.115,0.614,0.729,0.271,9,12,0.12,0.329,0.308,0.243,625,0.051,0.733588333129883,0.154,0.0016,0
1678,0.151,0.123,0.11,0.279,0.337,0.616,0.384,9,12,0.065,0.346,0.35,0.239,682,0.031,0.791483612060547,0.082,0.005865102639296,0
1633,0.122,0.188,0.16,0.259,0.27,0.529,0.47,8,7,0.058,0.356,0.351,0.235,696,0.027,0.904031600952148,0.122,0.002873563218391,0
1715,0.152,0.12,0.118,0.302,0.308,0.61,0.39,9,10,0.075,0.293,0.392,0.24,722,0.035,0.812150421142578,0.139,0.001385041551247,0
294,0.032,0.038,0.097,0.27,0.563,0.833,0.167,9,10,0.071,0.267,0.317,0.345,728,0.03,0.655270767211914,0.137,0.002747252747253,0
2646,0.043,0.002,0.21,0.203,0.542,0.745,0.255,9,12,0.097,0.431,0.239,0.233,743,0.016,1.06721939086914,0.105,0.010767160161507,0
1640,0.249,0.128,0.134,0.216,0.272,0.488,0.511,9,8,0.029,0.292,0.472,0.207,745,0.037,0.864370346069336,0.113,0.002684563758389,0
2006,0.217,0.179,0.142,0.246,0.215,0.461,0.538,9,12,0.107,0.28,0.347,0.265,750,0.023,0.7818017578125,0.135,0.004,0
2624,0.069,0.168,0.172,0.167,0.424,0.591,0.409,9,10,0.187,0.327,0.25,0.236,762,0.023,0.821169815063477,0.115,0.002624671916011,0
278,0.049,0.072,0.138,0.264,0.478,0.742,0.259,9,12,0.032,0.193,0.376,0.399,769,0.023,0.817272796630859,0.094,0.023407022106632,0
2711,0.021,0.061,0.167,0.154,0.597,0.751,0.249,9,12,0.185,0.29,0.371,0.153,776,0.034,0.713212814331055,0.175,0.002577319587629,0
266,0.043,0.05,0.117,0.271,0.519,0.79,0.21,9,12,0.062,0.257,0.243,0.439,820,0.037,0.796210327148438,0.089,0.003658536585366,0
1604,0.134,0.181,0.168,0.246,0.271,0.517,0.483,3,2,0.052,0.4,0.288,0.259,821,0.041,0.706906814575195,0.197,0.003654080389769,0
559,0.119,0.228,0.196,0.239,0.218,0.457,0.543,9,12,0.392,0.236,0.216,0.155,845,0.037,0.80101921081543,0.145,0.002366863905325,0
2687,0.16,0.074,0.133,0.205,0.427,0.632,0.367,9,10,0.09,0.277,0.37,0.263,854,0.031,1.10400665283203,0.074,0.008196721311475,0
2369,0.115,0.03,0.101,0.293,0.462,0.755,0.246,9,10,0.06,0.425,0.275,0.24,903,0.031,0.871486740112305,0.129,0.002214839424142,0
1966,0.2,0.201,0.137,0.244,0.218,0.462,0.538,9,10,0.112,0.32,0.305,0.263,928,0.026,1.03154205322266,0.097,0.002155172413793,0
1636,0.165,0.219,0.161,0.267,0.187,0.454,0.545,9,12,0.126,0.406,0.259,0.208,969,0.03,0.893393630981445,0.113,0.003095975232198,0
555,0.186,0.03,0.047,0.098,0.639,0.737,0.263,9,8,0.064,0.38,0.361,0.195,1106,0.027,0.920828552246094,0.09,0.000904159132007,0
182,0.025,0.085,0.088,0.19,0.612,0.802,0.198,8,4,0.111,0.287,0.302,0.3,1129,0.051,0.722579345703125,0.172,0.00177147918512,0
2570,0.045,0.101,0.23,0.147,0.477,0.624,0.376,9,10,0.225,0.287,0.326,0.162,1155,0.031,0.602944831848145,0.17,0.001731601731602,0
1712,0.241,0.161,0.101,0.292,0.205,0.497,0.503,9,8,0.067,0.31,0.357,0.266,1166,0.028,0.758145065307617,0.159,0.004288164665523,0
2663,0.067,0.053,0.084,0.206,0.591,0.797,0.204,9,12,0.138,0.301,0.394,0.167,1200,0.035,0.627958908081055,0.176,0.003333333333333,0
914,0.135,0.131,0.181,0.229,0.323,0.552,0.447,9,12,0.128,0.29,0.292,0.29,1232,0.023,0.942993469238281,0.109,0.002435064935065,0
1602,0.134,0.199,0.18,0.265,0.221,0.486,0.513,9,12,0.046,0.416,0.37,0.168,1258,0.024,0.752969512939453,0.164,0.009538950715421,0
2366,0.142,0.053,0.142,0.234,0.43,0.664,0.337,9,10,0.078,0.428,0.269,0.225,1301,0.035,1.05031944274902,0.115,0.002305918524212,0
2004,0.203,0.186,0.091,0.285,0.235,0.52,0.48,9,12,0.144,0.374,0.372,0.109,1315,0.043,0.871264953613281,0.167,0.003802281368821,0
1417,0.03,0.06,0.137,0.162,0.612,0.774,0.227,8,7,0.298,0.377,0.258,0.067,1327,0.113,0.673750228881836,0.358,0.015825169555388,0.000753579502638
2706,0.084,0.122,0.12,0.224,0.449,0.673,0.326,9,12,0.106,0.436,0.322,0.137,1350,0.029,0.753653717041016,0.151,0.002962962962963,0
1704,0.13,0.102,0.198,0.222,0.349,0.571,0.43,9,12,0.051,0.389,0.351,0.209,1357,0.031,0.851714324951172,0.139,0.001473839351511,0
2343,0.155,0.167,0.122,0.277,0.278,0.555,0.444,9,12,0.108,0.369,0.234,0.288,1376,0.036,0.927649230957031,0.105,0.001453488372093,0
2391,0.084,0.031,0.128,0.228,0.528,0.756,0.243,9,8,0.047,0.347,0.351,0.255,1391,0.029,1.02279273986816,0.082,0.000718907260963,0
268,0.021,0.027,0.09,0.342,0.52,0.862,0.138,9,10,0.124,0.296,0.411,0.168,1392,0.023,0.694866638183594,0.126,0.005747126436782,0
2543,0.107,0.106,0.188,0.176,0.423,0.599,0.401,9,12,0.215,0.329,0.303,0.153,1398,0.042,0.631581420898437,0.189,0.010014306151645,0.001430615164521
2579,0.069,0.054,0.058,0.234,0.586,0.82,0.181,8,5,0.289,0.209,0.271,0.232,1409,0.021,1.46397796630859,0.079,0.004258339247693,0
2758,0.097,0.061,0.266,0.3,0.276,0.576,0.424,9,12,0.131,0.43,0.249,0.189,1479,0.048,0.557374000549316,0.157,0.002704530087897,0
2713,0.073,0.135,0.172,0.118,0.501,0.619,0.38,9,12,0.147,0.369,0.294,0.19,1501,0.038,0.667447357177734,0.139,0.002664890073284,0
929,0.197,0.075,0.197,0.204,0.326,0.53,0.469,9,12,0.045,0.328,0.412,0.216,1535,0.026,0.972383422851562,0.103,0.003257328990228,0
2610,0.009,0.047,0.058,0.276,0.61,0.886,0.114,3,2,0.072,0.359,0.399,0.169,1536,0.024,1.07160705566406,0.074,0.005859375,0
511,0.065,0.048,0.086,0.158,0.644,0.802,0.199,8,7,0.288,0.478,0.164,0.07,1537,0.049,0.597998390197754,0.225,0.007807417046194,0
2515,0.105,0.077,0.113,0.187,0.518,0.705,0.295,9,12,0.135,0.334,0.304,0.227,1546,0.035,0.69107177734375,0.15,0.007115135834411,0.000646830530401
1613,0.142,0.274,0.179,0.267,0.139,0.406,0.595,9,12,0.068,0.411,0.36,0.161,1664,0.02,0.848082046508789,0.145,0.000600961538462,0
1620,0.193,0.24,0.106,0.188,0.273,0.461,0.539,9,12,0.052,0.284,0.4,0.264,1682,0.024,0.835714797973633,0.138,0.000594530321046,0
1595,0.172,0.244,0.186,0.269,0.129,0.398,0.602,9,12,0.047,0.382,0.352,0.219,1690,0.02,0.873410415649414,0.11,0.001183431952663,0
1663,0.053,0.232,0.173,0.231,0.311,0.542,0.458,9,12,0.181,0.223,0.402,0.194,1693,0.026,0.718059692382812,0.134,0.000590667454223,0
895,0.112,0.144,0.128,0.271,0.346,0.617,0.384,9,12,0.072,0.328,0.414,0.186,1700,0.026,0.771490325927734,0.116,0.001764705882353,0
1979,0.187,0.206,0.149,0.256,0.203,0.459,0.542,9,12,0.077,0.248,0.394,0.281,1761,0.018,0.865998077392578,0.121,0.002271436683702,0
2208,0.008,0.014,0.046,0.271,0.66,0.931,0.068,9,10,0.086,0.33,0.389,0.195,1780,0.034,0.896647033691406,0.125,0.007303370786517,0
920,0.126,0.075,0.163,0.225,0.412,0.637,0.364,9,10,0.094,0.207,0.415,0.284,1794,0.024,0.94086540222168,0.104,0.00613154960981,0
1659,0.093,0.147,0.138,0.267,0.355,0.622,0.378,9,12,0.102,0.334,0.406,0.158,1794,0.029,0.770943298339844,0.112,0.000557413600892,0
248,0.016,0.187,0.106,0.398,0.292,0.69,0.309,9,12,0.099,0.364,0.338,0.2,1831,0.016,0.678784484863281,0.137,0.004369197160022,0
1669,0.202,0.124,0.119,0.268,0.288,0.556,0.445,9,12,0.068,0.313,0.37,0.249,1837,0.029,0.650308074951172,0.15,0.002177463255308,0
1986,0.172,0.156,0.104,0.295,0.272,0.567,0.432,9,10,0.134,0.361,0.341,0.164,1850,0.023,0.764012908935547,0.132,0.002162162162162,0
1615,0.188,0.093,0.12,0.203,0.396,0.599,0.401,9,10,0.054,0.403,0.283,0.261,1862,0.035,0.767642517089844,0.157,0.002148227712137,0
2499,0.08,0.066,0.116,0.25,0.488,0.738,0.262,2,2,0.116,0.244,0.408,0.232,1887,0.027,1.0059334564209,0.106,0.004239533651298,0
2008,0.172,0.061,0.302,0.182,0.283,0.465,0.535,8,7,0.037,0.292,0.397,0.275,1890,0.021,1.00384262084961,0.074,0.005291005291005,0
2360,0.117,0.051,0.151,0.241,0.44,0.681,0.319,8,7,0.096,0.439,0.314,0.151,1899,0.029,0.839987411499024,0.114,0.001053185887309,0
2191,0.008,0.003,0.049,0.332,0.607,0.939,0.06,9,12,0.097,0.312,0.389,0.202,1912,0.037,0.914121398925781,0.109,0.002092050209205,0
1643,0.081,0.159,0.267,0.184,0.309,0.493,0.507,9,12,0.054,0.417,0.346,0.182,1919,0.033,0.735471649169922,0.141,0.000521104742053,0
2561,0.016,0.047,0.145,0.101,0.691,0.792,0.208,9,12,0.243,0.29,0.259,0.208,1932,0.023,0.631191062927246,0.207,0.012422360248447,0
1995,0.181,0.217,0.102,0.28,0.221,0.501,0.5,3,2,0.103,0.317,0.394,0.187,1959,0.037,1.08185218811035,0.106,0.003062787136294,0
2341,0.161,0.059,0.157,0.253,0.371,0.624,0.377,9,12,0.204,0.398,0.305,0.094,1962,0.066,0.441470527648926,0.398,0.054536187563711,0.001529051987768
1670,0.168,0.084,0.142,0.236,0.37,0.606,0.394,9,12,0.039,0.305,0.434,0.222,1969,0.027,0.832785568237305,0.121,0.001523616048756,0
1671,0.086,0.12,0.115,0.347,0.333,0.68,0.321,9,8,0.043,0.351,0.342,0.264,1990,0.026,1.02496444702148,0.089,0.007537688442211,0
891,0.163,0.13,0.126,0.232,0.348,0.58,0.419,9,10,0.064,0.275,0.345,0.315,1994,0.023,0.9525537109375,0.124,0.022066198595787,0.000501504513541
971,0.127,0.098,0.172,0.216,0.388,0.604,0.397,9,12,0.182,0.302,0.324,0.193,2006,0.025,1.02213516235352,0.106,0.011465603190429,0
1608,0.233,0.11,0.17,0.139,0.349,0.488,0.513,8,7,0.047,0.334,0.332,0.286,2007,0.031,0.8629296875,0.145,0.001494768310912,0
1584,0.098,0.17,0.218,0.272,0.241,0.513,0.486,9,10,0.129,0.421,0.275,0.175,2013,0.027,0.784714584350586,0.149,0.003974167908594,0
2368,0.233,0.073,0.185,0.184,0.326,0.51,0.491,9,10,0.113,0.408,0.272,0.208,2013,0.028,0.863409118652344,0.163,0.019374068554397,0.000496770988574
1726,0.002,0.054,0.17,0.386,0.387,0.773,0.226,9,8,0.068,0.39,0.425,0.117,2029,0.024,1.13076118469238,0.099,0.000985707244948,0
256,0.052,0.039,0.066,0.252,0.591,0.843,0.157,9,12,0.082,0.383,0.322,0.213,2055,0.03,0.651483688354492,0.128,0.000486618004866,0
2379,0.136,0.028,0.091,0.34,0.405,0.745,0.255,9,12,0.189,0.371,0.303,0.137,2061,0.057,0.60398250579834,0.333,0.011644832605531,0
71,0.062,0.081,0.067,0.225,0.565,0.79,0.21,8,7,0.016,0.261,0.288,0.435,2097,0.085,1.01594497680664,0.066,0.001907486886028,0
1082,0.048,0.123,0.039,0.204,0.586,0.79,0.21,8,4,0.22,0.338,0.282,0.16,2108,0.054,0.899743576049805,0.22,0.001423149905123,0
2670,0.084,0.065,0.109,0.278,0.464,0.742,0.258,2,2,0.143,0.334,0.297,0.225,2112,0.028,0.927549819946289,0.131,0.006155303030303,0.000473484848485
1969,0.191,0.147,0.151,0.258,0.253,0.511,0.489,9,10,0.069,0.295,0.413,0.223,2115,0.023,1.00212158203125,0.088,0.008983451536643,0
1261,0.006,0.071,0.129,0.277,0.518,0.795,0.206,9,8,0.039,0.328,0.328,0.304,2116,0.069,0.794966583251953,0.103,0.001417769376181,0
978,0.173,0.112,0.184,0.219,0.313,0.532,0.469,9,12,0.14,0.292,0.357,0.211,2119,0.02,0.870719680786133,0.11,0.001415762151958,0
1635,0.214,0.135,0.144,0.189,0.318,0.507,0.493,9,12,0.202,0.353,0.247,0.198,2126,0.038,0.734680709838867,0.183,0.001411100658514,0
2116,0.14,0.089,0.153,0.26,0.358,0.618,0.382,9,10,0.136,0.371,0.266,0.226,2137,0.017,0.874281387329101,0.178,0.000467945718297,0
2654,0.013,0.048,0.088,0.289,0.562,0.851,0.149,9,12,0.184,0.351,0.287,0.178,2138,0.035,0.599978141784668,0.207,0.007483629560337,0
2386,0.131,0.067,0.147,0.225,0.431,0.656,0.345,9,10,0.086,0.36,0.336,0.218,2153,0.032,0.960241012573242,0.104,0.000464468183929,0
2547,0.125,0.006,0.039,0.176,0.654,0.83,0.17,9,12,0.327,0.378,0.205,0.09,2171,0.04,0.694241485595703,0.197,0.006909258406264,0.000921234454169
2010,0.263,0.232,0.127,0.198,0.18,0.378,0.622,9,12,0.08,0.322,0.416,0.182,2189,0.028,0.786682891845703,0.107,0.002740977615349,0
2830,0.059,0.041,0.103,0.197,0.599,0.796,0.203,8,7,0.131,0.357,0.281,0.231,2190,0.027,0.600449829101563,0.124,0.001369863013699,0
2555,0.032,0.071,0.111,0.254,0.532,0.786,0.214,8,7,0.185,0.342,0.307,0.167,2211,0.044,0.655377578735352,0.194,0.001809136137494,0.000452284034374
1963,0.219,0.166,0.189,0.233,0.193,0.426,0.574,9,12,0.045,0.336,0.333,0.286,2216,0.022,0.829055480957031,0.107,0.000902527075812,0
2380,0.16,0.123,0.216,0.218,0.284,0.502,0.499,8,7,0.119,0.36,0.32,0.202,2216,0.031,0.864534683227539,0.105,0.006317689530686,0
2930,0.031,0.029,0.085,0.292,0.563,0.855,0.145,8,7,0.033,0.318,0.397,0.252,2225,0.054,0.693431091308594,0.129,0.000898876404494,0
1982,0.162,0.054,0.197,0.217,0.37,0.587,0.413,9,12,0.096,0.306,0.338,0.259,2231,0.025,0.838654632568359,0.095,0.01299865531152,0
296,0.065,0.162,0.138,0.267,0.368,0.635,0.365,9,10,0.099,0.3,0.393,0.208,2248,0.02,0.555198173522949,0.146,0.004893238434164,0.000444839857651
1974,0.186,0.168,0.163,0.255,0.227,0.482,0.517,9,10,0.058,0.367,0.39,0.184,2264,0.014,0.912524871826172,0.108,0.000441696113074,0
1981,0.177,0.233,0.125,0.275,0.19,0.465,0.535,8,7,0.088,0.373,0.364,0.174,2274,0.023,0.620767936706543,0.149,0.001759014951627,0
2614,0.009,0.005,0.038,0.186,0.763,0.949,0.052,9,12,0.149,0.227,0.274,0.351,2274,0.029,0.833208389282227,0.127,0.003518029903254,0
1976,0.269,0.159,0.117,0.209,0.246,0.455,0.545,9,12,0.1,0.31,0.347,0.243,2287,0.045,0.808062057495117,0.1,0.005684302579799,0
498,0.053,0.15,0.095,0.163,0.538,0.701,0.298,9,11,0.324,0.343,0.242,0.091,2299,0.05,0.573397903442383,0.228,0.012614180078295,0.000434971726838
2357,0.205,0.079,0.146,0.198,0.372,0.57,0.43,9,10,0.072,0.333,0.305,0.289,2299,0.033,0.814347686767578,0.157,0.011309264897782,0.000434971726838
2000,0.193,0.13,0.141,0.262,0.274,0.536,0.464,9,8,0.06,0.338,0.424,0.178,2327,0.025,1.26088249206543,0.089,0.003867640739149,0
1611,0.188,0.146,0.167,0.147,0.352,0.499,0.501,9,12,0.25,0.238,0.347,0.166,2337,0.025,0.720374526977539,0.19,0.000427899015832,0
2388,0.252,0.095,0.222,0.155,0.276,0.431,0.569,9,10,0.084,0.4,0.318,0.197,2344,0.031,0.93532958984375,0.126,0.005546075085324,0
1672,0.122,0.091,0.122,0.245,0.421,0.666,0.335,8,7,0.063,0.338,0.426,0.174,2356,0.029,0.761226119995117,0.125,0.00339558573854,0
3098,0.169,0.191,0.177,0.222,0.241,0.463,0.537,9,12,0.119,0.313,0.402,0.166,2356,0.027,0.733356475830078,0.151,0.000848896434635,0
2376,0.204,0.091,0.161,0.22,0.323,0.543,0.456,9,10,0.165,0.331,0.339,0.164,2379,0.043,0.715777816772461,0.195,0.002522068095839,0
927,0.062,0.107,0.128,0.233,0.469,0.702,0.297,9,10,0.103,0.279,0.338,0.279,2475,0.023,0.799445419311523,0.121,0.002424242424242,0
1984,0.193,0.206,0.074,0.301,0.226,0.527,0.473,8,7,0.1,0.349,0.372,0.179,2480,0.04,0.750274505615234,0.141,0.004435483870968,0
911,0.218,0.156,0.247,0.129,0.25,0.379,0.621,9,12,0.088,0.35,0.299,0.262,2482,0.031,0.788547134399414,0.118,0.006849315068493,0
2759,0.077,0.113,0.062,0.327,0.421,0.748,0.252,8,7,0.014,0.306,0.435,0.244,2483,0.031,0.853087615966797,0.093,0.002416431735803,0
1988,0.169,0.128,0.136,0.275,0.291,0.566,0.433,9,12,0.199,0.297,0.336,0.168,2497,0.03,0.702486572265625,0.139,0.007609130957149,0.000400480576692
1983,0.218,0.207,0.15,0.232,0.193,0.425,0.575,9,10,0.134,0.353,0.369,0.144,2499,0.02,0.810065002441406,0.125,0.002400960384154,0
89,0.035,0.119,0.16,0.312,0.374,0.686,0.314,9,12,0.117,0.376,0.3,0.207,2502,0.077,0.809502258300781,0.097,0.003197442046363,0
967,0.231,0.112,0.236,0.154,0.267,0.421,0.579,9,12,0.054,0.332,0.4,0.214,2521,0.022,0.880682907104492,0.118,0.002776675922253,0
74,0.055,0.05,0.123,0.419,0.352,0.771,0.228,9,12,0.03,0.3,0.295,0.374,2530,0.089,0.81017578125,0.098,0.003162055335968,0
903,0.061,0.05,0.295,0.282,0.312,0.594,0.406,8,7,0.132,0.404,0.314,0.15,2530,0.037,0.67598503112793,0.194,0.000395256916996,0
916,0.131,0.095,0.189,0.217,0.368,0.585,0.415,9,10,0.224,0.351,0.243,0.182,2539,0.019,0.9005126953125,0.131,0.016148089799134,0
943,0.12,0.113,0.144,0.218,0.405,0.623,0.377,9,12,0.141,0.308,0.38,0.171,2587,0.029,0.905639419555664,0.117,0.003478933127174,0.000773096250483
532,0.019,0.064,0.103,0.21,0.603,0.813,0.186,8,6,0.225,0.448,0.21,0.117,2607,0.05,0.670653762817383,0.184,0.013808975834292,0.000767165324127
1696,0.067,0.147,0.215,0.254,0.316,0.57,0.429,9,10,0.118,0.401,0.306,0.175,2613,0.029,0.742708206176758,0.131,0.002678913126674,0
1666,0.094,0.121,0.136,0.336,0.313,0.649,0.351,9,10,0.046,0.305,0.449,0.2,2627,0.033,0.880265426635742,0.129,0.00114198705748,0
910,0.24,0.089,0.234,0.151,0.287,0.438,0.563,9,12,0.087,0.338,0.348,0.227,2636,0.021,0.854227142333984,0.096,0.00113808801214,0
887,0.151,0.082,0.212,0.225,0.331,0.556,0.445,9,10,0.101,0.276,0.406,0.216,2648,0.028,0.822564010620117,0.114,0.00226586102719,0
2132,0.105,0.158,0.16,0.239,0.338,0.577,0.423,9,10,0.231,0.235,0.321,0.213,2653,0.029,0.697705993652344,0.237,0.009046362608368,0
890,0.065,0.27,0.174,0.235,0.256,0.491,0.509,9,12,0.065,0.302,0.37,0.263,2657,0.024,0.762929611206055,0.116,0.000752728641325,0
2770,0.068,0.129,0.114,0.269,0.42,0.689,0.311,9,12,0.115,0.219,0.414,0.252,2711,0.055,0.667789459228516,0.118,0.00073773515308,0
2540,0.012,0.029,0.072,0.279,0.607,0.886,0.113,8,6,0.379,0.281,0.22,0.119,2726,0.032,0.676425552368164,0.151,0.00953778429934,0
946,0.15,0.083,0.199,0.198,0.371,0.569,0.432,9,12,0.091,0.337,0.383,0.189,2750,0.025,0.882295074462891,0.106,0.001818181818182,0
2334,0.239,0.073,0.236,0.15,0.302,0.452,0.548,9,10,0.132,0.336,0.327,0.206,2751,0.028,0.932896347045898,0.102,0.013449654671029,0
2398,0.105,0.053,0.172,0.235,0.434,0.669,0.33,8,7,0.159,0.376,0.302,0.163,2756,0.056,0.554639663696289,0.477,0.002902757619739,0
1676,0.085,0.162,0.19,0.263,0.301,0.564,0.437,9,12,0.073,0.375,0.366,0.186,2762,0.034,0.781339874267578,0.113,0.000362056480811,0
2697,0.002,0.029,0.054,0.271,0.644,0.915,0.085,8,7,0.215,0.24,0.38,0.165,2793,0.029,0.832021713256836,0.15,0.012531328320802,0.000358037952023
933,0.206,0.131,0.194,0.189,0.28,0.469,0.531,9,12,0.083,0.294,0.447,0.176,2794,0.02,0.86312629699707,0.1,0.000715819613457,0
902,0.052,0.086,0.135,0.221,0.506,0.727,0.273,9,10,0.157,0.273,0.391,0.179,2798,0.026,0.790723571777344,0.117,0.003573981415297,0
975,0.203,0.115,0.256,0.137,0.291,0.428,0.574,9,10,0.067,0.306,0.4,0.228,2803,0.028,0.847955780029297,0.108,0.001783803068141,0
898,0.163,0.118,0.211,0.235,0.273,0.508,0.492,9,12,0.087,0.325,0.353,0.235,2827,0.03,0.755755462646484,0.132,0.00212239122745,0
410,0.028,0.066,0.12,0.223,0.562,0.785,0.214,9,12,0.202,0.423,0.295,0.079,2834,0.069,0.399225196838379,0.288,0.02681721947777,0.000705716302047
1598,0.118,0.199,0.146,0.296,0.24,0.536,0.463,9,12,0.048,0.357,0.421,0.173,2846,0.018,1.14678245544434,0.097,0.000702740688686,0
2532,0.029,0.078,0.068,0.229,0.595,0.824,0.175,9,10,0.323,0.309,0.286,0.082,2853,0.034,0.68299919128418,0.195,0.007360672975815,0
2385,0.132,0.081,0.185,0.243,0.36,0.603,0.398,8,7,0.062,0.371,0.368,0.2,2865,0.031,0.827606201171875,0.145,0.002094240837696,0
923,0.171,0.142,0.087,0.259,0.34,0.599,0.4,9,12,0.06,0.424,0.347,0.169,2879,0.028,0.741874618530273,0.13,0.003126085446336,0
1994,0.133,0.183,0.193,0.218,0.274,0.492,0.509,8,7,0.083,0.309,0.381,0.227,2879,0.031,0.832289810180664,0.112,0.0059048280653,0
1697,0.069,0.164,0.142,0.233,0.393,0.626,0.375,9,10,0.107,0.253,0.382,0.258,2891,0.023,1.00241744995117,0.095,0.0051885160844,0.000345901072293
2536,0.239,0.142,0.176,0.16,0.284,0.444,0.557,9,10,0.239,0.306,0.271,0.184,2920,0.032,0.629473495483398,0.198,0.002397260273973,0
2354,0.189,0.108,0.269,0.146,0.289,0.435,0.566,9,10,0.124,0.366,0.34,0.169,2921,0.028,0.927434005737305,0.112,0.005477576172544,0
931,0.171,0.132,0.16,0.163,0.375,0.538,0.463,9,10,0.063,0.318,0.393,0.226,2962,0.023,0.766702117919922,0.121,0.00202565833896,0
2588,0.179,0.065,0.19,0.157,0.41,0.567,0.434,9,12,0.241,0.288,0.327,0.143,2964,0.041,0.561176681518555,0.254,0.002699055330634,0.000337381916329
442,0.156,0.066,0.107,0.13,0.541,0.671,0.329,9,12,0.226,0.421,0.262,0.09,2971,0.037,0.79661018371582,0.169,0.007404914170313,0
1665,0.083,0.168,0.083,0.288,0.378,0.666,0.334,9,10,0.073,0.355,0.406,0.166,2979,0.034,0.784626312255859,0.143,0.003021148036254,0
1711,0.093,0.099,0.11,0.307,0.39,0.697,0.302,8,7,0.07,0.388,0.36,0.182,3001,0.032,0.77002685546875,0.124,0.002332555814728,0
226,0.14,0.053,0.047,0.143,0.617,0.76,0.24,8,7,0.067,0.266,0.48,0.187,3005,0.054,0.694602279663086,0.127,0.000332778702163,0
2701,0.125,0.073,0.129,0.267,0.406,0.673,0.327,9,10,0.235,0.278,0.29,0.197,3022,0.023,0.866170120239258,0.111,0.012243547319656,0
1968,0.188,0.141,0.146,0.262,0.263,0.525,0.475,9,12,0.098,0.307,0.353,0.243,3024,0.016,0.970460815429687,0.08,0.001984126984127,0
960,0.11,0.122,0.182,0.183,0.403,0.586,0.414,9,10,0.111,0.268,0.389,0.231,3036,0.028,0.857499847412109,0.122,0.00197628458498,0
384,0.027,0.048,0.054,0.127,0.743,0.87,0.129,3,2,0.217,0.389,0.271,0.123,3038,0.047,0.637853088378906,0.248,0.01909150757077,0.000987491770902
2390,0.08,0.024,0.104,0.245,0.546,0.791,0.208,9,8,0.059,0.331,0.297,0.313,3098,0.03,1.16648460388184,0.077,0.004519044544868,0
980,0.092,0.175,0.171,0.247,0.314,0.561,0.438,9,12,0.118,0.365,0.383,0.135,3138,0.042,0.705342712402344,0.143,0.003505417463352,0
2362,0.182,0.071,0.147,0.225,0.376,0.601,0.4,9,10,0.063,0.327,0.377,0.233,3191,0.028,0.930893478393555,0.103,0.00219366969602,0
1978,0.265,0.081,0.081,0.27,0.304,0.574,0.427,9,10,0.078,0.283,0.398,0.241,3210,0.027,0.814768142700195,0.088,0.005295950155763,0
2639,0.147,0.143,0.099,0.195,0.415,0.61,0.389,9,12,0.178,0.333,0.294,0.195,3233,0.026,1.02098556518555,0.124,0.004639653572533,0
1977,0.16,0.221,0.094,0.302,0.222,0.524,0.475,8,7,0.129,0.36,0.346,0.165,3241,0.041,0.787409896850586,0.137,0.004628201172478,0.000308546744832
888,0.128,0.137,0.185,0.214,0.337,0.551,0.45,8,7,0.127,0.356,0.35,0.168,3250,0.039,0.703940124511719,0.164,0.001538461538462,0
1380,0.196,0.139,0.16,0.11,0.395,0.505,0.495,9,12,0.08,0.346,0.404,0.17,3259,0.037,0.772880325317383,0.119,0.003068425897515,0
2699,0.061,0.099,0.14,0.183,0.518,0.701,0.3,8,7,0.154,0.226,0.371,0.249,3265,0.022,1.01641059875488,0.127,0.0052067381317,0
84,0.042,0.095,0.148,0.349,0.365,0.714,0.285,9,11,0.103,0.319,0.303,0.276,3266,0.087,0.923487396240234,0.067,0.00275566442131,0
2557,0.139,0.065,0.147,0.21,0.439,0.649,0.351,8,7,0.118,0.319,0.366,0.198,3278,0.035,0.641636962890625,0.164,0.013117754728493,0
1627,0.179,0.203,0.178,0.256,0.185,0.441,0.56,9,12,0.076,0.293,0.394,0.236,3309,0.022,0.892799758911133,0.123,0.00090661831369,0
67,0.067,0.032,0.034,0.316,0.551,0.867,0.133,9,12,0.136,0.402,0.334,0.127,3337,0.028,0.86684455871582,0.148,0.000899011087803,0
2367,0.129,0.052,0.136,0.281,0.401,0.682,0.317,8,7,0.173,0.333,0.288,0.205,3344,0.057,0.626990432739258,0.299,0.002392344497608,0.000299043062201
2336,0.147,0.052,0.117,0.327,0.356,0.683,0.316,9,12,0.18,0.321,0.314,0.184,3365,0.054,0.601598968505859,0.316,0.00148588410104,0
1605,0.116,0.17,0.109,0.183,0.422,0.605,0.395,8,7,0.086,0.331,0.316,0.266,3379,0.057,0.867209320068359,0.125,0.002071618822137,0
1675,0.089,0.158,0.102,0.302,0.348,0.65,0.349,9,10,0.099,0.291,0.396,0.214,3380,0.028,0.843134765625,0.11,0.000295857988166,0
2533,0.039,0.056,0.093,0.241,0.572,0.813,0.188,8,7,0.161,0.351,0.317,0.171,3387,0.032,0.756276931762695,0.131,0.011514614703277,0.000295246530853
