0.056,0.095,0.123,0.212,0.513,2,2,0.144,0.255,0.28,0.321,2.26486,0.031,1.018156891,0.158,0.027326192,0.000635801
0.078,0.077,0.082,0.304,0.459,3,2,0.167,0.296,0.32,0.217,1.19679,0.026,1.049912109,0.137,0.018290594,0.000125335
0.025,0.084,0.087,0.187,0.618,8,4,0.219,0.394,0.229,0.157,0.08923,0.052,0.571207809,0.339,0.04953491,0.00033621
0.031,0.06,0.169,0.157,0.584,3,2,0.194,0.367,0.304,0.135,0.1993,0.035,0.777442932,0.243,0.018364275,0.000501756
0.06,0.131,0.145,0.333,0.33,6,5,0.19,0.333,0.242,0.236,0.33114,0.033,0.797183762,0.218,0.01987075,0.000211391
0.158,0.226,0.105,0.144,0.368,6,4,0.212,0.363,0.275,0.149,0.22722,0.03,0.829074173,0.175,0.017428043,0.000484112
0.069,0.067,0.08,0.213,0.57,2,2,0.167,0.323,0.345,0.165,0.57961,0.029,0.843522415,0.189,0.020910612,0.0000173
0.027,0.134,0.144,0.2,0.495,1,1,0.152,0.36,0.323,0.165,0.89512,0.027,1.263313446,0.112,0.013942265,0.000122889
0.022,0.075,0.118,0.24,0.545,1,1,0.078,0.203,0.297,0.421,2.17702,0.022,1.502791138,0.062,0.01428099,0.00014699
0.055,0.068,0.118,0.197,0.562,8,6,0.158,0.378,0.246,0.218,0.12427,0.045,0.564196167,0.364,0.029452,0.001448459
0.113,0.15,0.208,0.169,0.361,4,3,0.19,0.349,0.318,0.143,0.79978,0.034,0.921732254,0.174,0.012565956,0.000175048
0.067,0.095,0.136,0.296,0.406,6,6,0.195,0.329,0.292,0.183,0.40367,0.03,0.909775772,0.16,0.021007258,0.001957044
0.041,0.036,0.144,0.247,0.532,3,2,0.116,0.299,0.283,0.303,2.09355,0.027,1.010353317,0.162,0.018757613,0.000300924
0.09,0.081,0.145,0.256,0.429,1,1,0.191,0.371,0.322,0.116,0.63521,0.033,0.888354492,0.173,0.023220667,0.001039026
0.018,0.077,0.102,0.307,0.495,8,7,0.196,0.432,0.261,0.111,0.16326,0.046,0.943848877,0.186,0.018926865,0.000673772
0.061,0.098,0.199,0.187,0.455,9,10,0.231,0.403,0.241,0.125,0.10373,0.071,0.598752213,0.325,0.0397185,0.000867637
0.13,0.046,0.328,0.183,0.312,6,4,0.219,0.374,0.273,0.135,0.23629,0.033,0.788607559,0.167,0.018536544,0.000423209
0.067,0.032,0.034,0.316,0.551,9,12,0.136,0.402,0.334,0.127,0.03337,0.028,0.866844559,0.148,0.000899011,0
0.078,0.031,0.03,0.337,0.524,9,11,0.112,0.405,0.319,0.164,0.05634,0.036,1.097444382,0.076,0.015796947,0
0.042,0.05,0.049,0.196,0.663,2,2,0.062,0.238,0.347,0.353,2.88,0.051,1.068766785,0.095,0.0065625,0.0000417
0.101,0.022,0.014,0.45,0.413,7,11,0.186,0.452,0.239,0.123,0.18386,0.129,0.625131149,0.235,0.001196563,0
0.062,0.081,0.067,0.225,0.565,8,7,0.016,0.261,0.288,0.435,0.02097,0.085,1.015944977,0.066,0.001907487,0
0.072,0.025,0.027,0.391,0.484,9,12,0.127,0.392,0.288,0.193,0.04916,0.081,0.743960724,0.181,0.004475183,0
0.094,0.084,0.175,0.234,0.413,3,2,0.055,0.223,0.397,0.326,0.96849,0.054,0.959496384,0.072,0.004532829,0.0000516
0.055,0.05,0.123,0.419,0.352,9,12,0.03,0.3,0.295,0.374,0.0253,0.089,0.810175781,0.098,0.003162055,0
0.051,0.067,0.133,0.396,0.353,5,8,0.039,0.204,0.362,0.395,0.31974,0.044,1.106420746,0.063,0.004503659,0.0000313
0.043,0.047,0.051,0.197,0.662,7,11,0.072,0.322,0.373,0.233,0.58708,0.068,0.888890305,0.104,0.007562853,0.000017
0.025,0.149,0.174,0.256,0.396,7,8,0.073,0.299,0.383,0.245,0.13901,0.062,0.980609589,0.094,0.003524926,0
0.042,0.043,0.049,0.233,0.633,7,11,0.101,0.313,0.326,0.26,0.12998,0.056,1.031941757,0.071,0.001230959,0
0.103,0.022,0.007,0.521,0.347,9,12,0.223,0.536,0.193,0.048,0.08314,0.193,0.458129883,0.268,0.000481116,0
0.042,0.051,0.048,0.198,0.66,2,2,0.076,0.322,0.39,0.212,1.08317,0.069,0.98255249,0.096,0.002769648,0.0000185
0.086,0.061,0.009,0.544,0.3,7,11,0.159,0.429,0.266,0.146,0.10004,0.109,0.757276306,0.207,0.0019992,0
0.036,0.059,0.235,0.215,0.455,7,11,0.102,0.43,0.302,0.166,0.09832,0.064,1.098195648,0.114,0.001525631,0
0.035,0.188,0.051,0.474,0.252,7,11,0.181,0.473,0.228,0.117,0.07621,0.14,0.79867363,0.24,0.003674059,0
0.042,0.095,0.148,0.349,0.365,9,11,0.103,0.319,0.303,0.276,0.03266,0.087,0.923487396,0.067,0.002755664,0
0.033,0.125,0.161,0.3,0.38,9,10,0.098,0.373,0.353,0.176,0.06203,0.101,0.648277893,0.176,0.000967274,0
0.048,0.077,0.137,0.381,0.357,7,11,0.06,0.283,0.33,0.326,0.08493,0.042,1.044778061,0.081,0.003650065,0
0.064,0.071,0.14,0.272,0.453,9,12,0.098,0.326,0.385,0.191,0.06893,0.09,0.902115173,0.12,0.003771943,0
0.04,0.049,0.052,0.197,0.663,9,11,0.04,0.327,0.327,0.306,0.09202,0.075,0.965946884,0.086,0.00967181,0
0.035,0.119,0.16,0.312,0.374,9,12,0.117,0.376,0.3,0.207,0.02502,0.077,0.809502258,0.097,0.003197442,0
0.044,0.047,0.126,0.425,0.358,9,12,0.143,0.403,0.32,0.134,0.0523,0.14,0.544836349,0.244,0.008604207,0.000191205
0.055,0.063,0.031,0.15,0.701,6,6,0.204,0.331,0.348,0.117,0.71887,0.099,0.570493507,0.334,0.042483342,0.001877947
0.053,0.025,0.147,0.194,0.581,3,2,0.128,0.235,0.407,0.23,1.25922,0.057,0.784335861,0.166,0.012094789,0.00038913
0.039,0.08,0.07,0.11,0.702,3,2,0.104,0.214,0.326,0.356,1.43476,0.055,0.939929352,0.159,0.020658507,0.000815467
0.073,0.014,0.03,0.336,0.547,4,3,0.147,0.286,0.382,0.185,0.54018,0.055,0.741290054,0.211,0.01521715,0.000536858
0.095,0.067,0.237,0.049,0.553,7,8,0.144,0.299,0.405,0.153,0.38837,0.048,0.817144165,0.201,0.012307851,0.000231738
0.111,0.089,0.167,0.089,0.544,7,9,0.11,0.362,0.409,0.119,0.09498,0.039,1.09736084,0.093,0.005790693,0.000210571
0.031,0.064,0.162,0.173,0.57,6,4,0.227,0.33,0.32,0.124,0.21108,0.058,0.635320091,0.221,0.02236119,0.000473754
0.023,0.025,0.059,0.158,0.734,1,1,0.126,0.226,0.328,0.32,44.85414,0.04,1.106518097,0.122,0.026596207,0.000465732
0.051,0.096,0.104,0.164,0.585,3,2,0.147,0.348,0.376,0.129,2.12181,0.057,0.801457443,0.16,0.014143585,0.000721082
0.091,0.108,0.059,0.139,0.602,4,5,0.172,0.301,0.369,0.158,1.10924,0.073,0.655778961,0.252,0.047374779,0.001694854
0.023,0.024,0.073,0.121,0.759,2,2,0.117,0.225,0.34,0.319,10.47279,0.044,0.905250931,0.14,0.015731243,0.000441143
0.033,0.055,0.096,0.148,0.667,1,1,0.146,0.297,0.368,0.19,4.62789,0.049,1.000644913,0.121,0.0176171,0.000302514
0.028,0.002,0.058,0.074,0.837,4,5,0.244,0.272,0.274,0.21,0.46498,0.085,0.770293579,0.188,0.056131447,0.001075315
0.031,0.073,0.081,0.176,0.639,3,2,0.097,0.257,0.394,0.252,2.35099,0.044,0.874490128,0.12,0.007562771,0.000255212
0.008,0.013,0.046,0.129,0.804,3,2,0.279,0.259,0.314,0.148,2.13787,0.164,0.75812149,0.204,0.051845996,0.001216164
0.019,0.073,0.134,0.216,0.557,6,6,0.17,0.383,0.292,0.155,0.17486,0.03,1.071787033,0.158,0.01109459,0
0.023,0.103,0.163,0.117,0.595,7,11,0.177,0.399,0.292,0.132,0.19657,0.054,0.973969803,0.185,0.012107646,0.00020349
0.15,0.104,0.108,0.104,0.534,7,8,0.118,0.35,0.348,0.183,0.41932,0.04,0.855773163,0.127,0.001430888,0
0.081,0.034,0.083,0.16,0.643,2,2,0.119,0.291,0.265,0.324,2.79141,0.026,1.443798523,0.089,0.016102973,0.000139714
0.129,0.145,0.122,0.189,0.416,7,8,0.13,0.338,0.372,0.16,0.37432,0.032,1.021685028,0.151,0.004327848,0.0000267
0.094,0.102,0.175,0.184,0.445,7,9,0.18,0.416,0.251,0.152,0.10763,0.041,0.815626297,0.229,0.013193348,0.000278733
0.145,0.132,0.108,0.211,0.404,9,8,0.173,0.436,0.27,0.121,0.05189,0.044,0.987658081,0.154,0.0025053,0
0.111,0.068,0.115,0.129,0.577,6,6,0.142,0.346,0.308,0.204,0.2838,0.031,0.894349213,0.147,0.01187456,0.000211416
0.104,0.074,0.193,0.097,0.531,7,9,0.193,0.392,0.267,0.147,0.10118,0.069,0.755079575,0.31,0.051591224,0.000593003
0.08,0.091,0.08,0.231,0.518,7,8,0.108,0.305,0.31,0.276,0.2232,0.038,0.899734802,0.206,0.006810036,0
0.082,0.124,0.157,0.242,0.395,7,9,0.193,0.412,0.278,0.116,0.14551,0.049,0.829987793,0.187,0.007215999,0.000274895
0.036,0.065,0.093,0.259,0.546,6,6,0.153,0.407,0.291,0.149,0.24919,0.045,0.942758026,0.141,0.007183274,0.00020065
0.107,0.03,0.16,0.231,0.472,3,2,0.114,0.472,0.252,0.162,0.07956,0.039,1.096960449,0.137,0.008421317,0.000251383
0.241,0.072,0.054,0.25,0.383,7,8,0.15,0.399,0.245,0.206,0.23457,0.045,0.876458588,0.212,0.007929403,0.000255787
0.071,0.12,0.137,0.347,0.325,6,6,0.141,0.434,0.265,0.16,0.20846,0.043,0.957241974,0.156,0.006428092,0.000143913
0.078,0.123,0.138,0.341,0.32,3,2,0.109,0.341,0.287,0.263,1.10332,0.028,0.97441864,0.169,0.010006163,0.0000997
0.155,0.1,0.167,0.211,0.367,2,2,0.148,0.374,0.324,0.153,0.63257,0.033,0.909832687,0.183,0.008252051,0.0000474
0.059,0.017,0.11,0.306,0.508,1,1,0.176,0.35,0.294,0.18,0.47955,0.042,0.856303558,0.224,0.024835784,0.000375352
0.097,0.017,0.163,0.319,0.404,6,4,0.172,0.415,0.258,0.154,0.16419,0.042,0.923561783,0.178,0.009866618,0.0000609
0.197,0.055,0.093,0.196,0.459,6,6,0.164,0.434,0.266,0.137,0.07009,0.047,0.842798843,0.188,0.007989727,0
0.078,0.033,0.19,0.189,0.509,6,6,0.212,0.44,0.224,0.124,0.11361,0.045,0.754895935,0.254,0.012674941,0.000176041
0.063,0.049,0.207,0.159,0.523,6,6,0.149,0.354,0.291,0.206,0.18219,0.052,0.900897598,0.185,0.008507602,0.000109776
0.066,0.027,0.077,0.403,0.426,2,2,0.087,0.305,0.307,0.3,1.26007,0.03,1.193023224,0.144,0.00944392,0.0000397
0.149,0.079,0.245,0.187,0.34,6,6,0.174,0.401,0.307,0.118,0.17715,0.034,0.931660538,0.162,0.00592718,0.000112899
0.105,0.121,0.226,0.197,0.351,9,9,0.154,0.372,0.356,0.118,0.12477,0.04,0.671685028,0.177,0.002163982,0
0.025,0.102,0.068,0.21,0.596,3,2,0.116,0.315,0.367,0.202,0.99386,0.037,0.934026947,0.169,0.008421709,0.0000704
0.082,0.043,0.127,0.258,0.489,2,2,0.085,0.442,0.29,0.183,0.18265,0.032,1.194736862,0.121,0.006788941,0
0.062,0.141,0.154,0.346,0.297,4,5,0.127,0.442,0.272,0.159,0.45325,0.035,0.96079155,0.155,0.007920574,0.0000221
0.098,0.073,0.096,0.179,0.554,6,6,0.19,0.369,0.289,0.151,0.21532,0.038,0.833680115,0.185,0.009613598,0.0000929
0.059,0.086,0.079,0.216,0.56,6,5,0.146,0.396,0.311,0.147,0.33771,0.036,0.935536499,0.202,0.042965858,0.00023689
0.081,0.07,0.145,0.145,0.56,6,6,0.171,0.373,0.308,0.147,0.13202,0.033,0.845104065,0.168,0.022269353,0.000151492
0.137,0.156,0.088,0.179,0.44,7,8,0.142,0.358,0.31,0.189,0.37825,0.04,0.977213364,0.159,0.009120952,0
0.086,0.121,0.133,0.23,0.43,9,10,0.149,0.378,0.335,0.138,0.13629,0.055,0.820746613,0.159,0.00322841,0.0000734
0.116,0.103,0.135,0.179,0.468,6,6,0.211,0.411,0.277,0.102,0.16719,0.065,0.788168106,0.229,0.003469107,0.0000598
0.042,0.036,0.172,0.173,0.577,3,2,0.14,0.385,0.297,0.178,0.66824,0.055,0.827315369,0.244,0.019678559,0.000568658
0.144,0.103,0.205,0.221,0.328,7,9,0.206,0.412,0.223,0.158,0.26578,0.046,0.824071808,0.175,0.023214689,0
0.12,0.082,0.078,0.234,0.486,8,7,0.183,0.413,0.24,0.165,0.06624,0.047,0.758139572,0.255,0.007397343,0.000301932
0.085,0.128,0.153,0.298,0.337,6,6,0.145,0.404,0.301,0.15,0.16406,0.042,0.807915115,0.184,0.011093502,0.00054858
0.103,0.032,0.195,0.263,0.407,7,9,0.27,0.408,0.233,0.089,0.08857,0.045,0.62058342,0.354,0.099920966,0.00067743
0.035,0.016,0.194,0.201,0.554,3,2,0.187,0.503,0.221,0.089,0.13024,0.044,0.903141556,0.271,0.08968059,0.000844595
0.074,0.121,0.106,0.201,0.499,3,2,0.118,0.427,0.34,0.114,0.12259,0.043,0.88243576,0.178,0.012399054,0.0000816
0.148,0.11,0.12,0.143,0.479,6,6,0.149,0.45,0.28,0.121,0.21466,0.043,0.861872711,0.174,0.006568527,0
0.048,0.045,0.136,0.297,0.474,2,2,0.113,0.351,0.333,0.203,0.73309,0.032,1.280742493,0.107,0.00567461,0.0000273
0.075,0.088,0.159,0.114,0.564,2,2,0.203,0.456,0.216,0.125,0.16576,0.025,0.979518585,0.164,0.015323359,0.0000603
0.171,0.112,0.119,0.108,0.49,9,10,0.131,0.368,0.328,0.172,0.16694,0.04,0.790697708,0.163,0.001377741,0
0.064,0.124,0.106,0.219,0.487,3,2,0.14,0.359,0.335,0.166,0.43257,0.041,1.038453674,0.141,0.010564764,0.0000925
0.033,0.109,0.134,0.284,0.44,4,3,0.193,0.386,0.293,0.128,0.40651,0.051,0.81578949,0.23,0.01849893,0.000245996
0.068,0.128,0.127,0.271,0.406,7,9,0.229,0.43,0.236,0.105,0.06701,0.043,0.699489975,0.255,0.007610804,0
0.081,0.095,0.136,0.166,0.521,8,7,0.218,0.365,0.309,0.108,0.08986,0.046,0.807649918,0.199,0.002782105,0
0.143,0.048,0.084,0.224,0.501,7,9,0.132,0.438,0.276,0.154,0.08252,0.04,0.745165253,0.241,0.015632574,0.001090645
0.107,0.14,0.084,0.261,0.408,9,8,0.174,0.408,0.256,0.162,0.07753,0.035,0.768013077,0.181,0.011995357,0.000386947
0.151,0.097,0.06,0.242,0.449,7,8,0.144,0.416,0.28,0.16,0.23382,0.052,0.946409607,0.173,0.003250364,0.0000428
0.098,0.051,0.08,0.367,0.404,2,2,0.166,0.407,0.308,0.119,0.10455,0.041,1.031415787,0.165,0.004686753,0
0.052,0.061,0.134,0.276,0.477,6,3,0.216,0.301,0.343,0.14,0.17782,0.06,0.643023224,0.333,0.015352604,0.00033742
0.064,0.061,0.2,0.176,0.501,9,10,0.152,0.389,0.312,0.147,0.10718,0.039,0.906283188,0.169,0.007184176,0.0000933
0.077,0.098,0.141,0.287,0.397,3,2,0.194,0.443,0.263,0.101,0.23528,0.034,0.826927795,0.231,0.006630398,0.000127508
0.18,0.08,0.217,0.076,0.446,7,11,0.154,0.374,0.34,0.133,0.19964,0.042,0.810322342,0.202,0.006411541,0.0000501
0.082,0.151,0.181,0.285,0.302,5,8,0.152,0.355,0.274,0.22,0.64072,0.043,0.969379883,0.169,0.018323136,0.000140467
0.062,0.17,0.103,0.273,0.391,8,7,0.178,0.4,0.271,0.151,0.08062,0.044,0.942574463,0.15,0.007814438,0
0.028,0.027,0.126,0.175,0.644,2,2,0.096,0.262,0.302,0.341,3.91911,0.034,1.074745026,0.146,0.012255333,0.000196473
0.051,0.145,0.203,0.289,0.311,7,9,0.173,0.356,0.331,0.14,0.17958,0.039,0.874643021,0.173,0.009466533,0.000111371
0.087,0.007,0.289,0.267,0.35,6,3,0.194,0.388,0.312,0.106,0.24994,0.052,0.701529999,0.32,0.044690726,0.000120029
0.066,0.044,0.154,0.212,0.524,2,2,0.096,0.315,0.329,0.261,1.22437,0.028,1.365646667,0.096,0.00708936,0.0000327
0.155,0.14,0.124,0.123,0.458,6,6,0.211,0.43,0.268,0.091,0.10281,0.034,0.776519775,0.196,0.003987939,0
0.1,0.088,0.125,0.149,0.538,9,10,0.155,0.451,0.269,0.125,0.07881,0.046,0.708119125,0.224,0.003172186,0
0.121,0.142,0.157,0.208,0.372,2,2,0.168,0.32,0.314,0.197,1.27827,0.033,0.998470001,0.159,0.013486978,0.000109523
0.12,0.093,0.155,0.165,0.467,6,6,0.257,0.361,0.267,0.115,0.17007,0.048,0.887250137,0.177,0.054859764,0.000587993
0.067,0.158,0.22,0.222,0.333,7,9,0.164,0.42,0.303,0.113,0.17442,0.05,0.766850281,0.233,0.005847953,0.000286664
0.067,0.092,0.11,0.234,0.498,9,9,0.204,0.363,0.305,0.128,0.12506,0.047,0.753365936,0.193,0.004158004,0.00008
0.116,0.179,0.098,0.262,0.344,7,8,0.152,0.352,0.287,0.208,0.38682,0.052,0.950673218,0.189,0.011116281,0.000413629
0.033,0.06,0.096,0.272,0.539,8,6,0.142,0.439,0.278,0.141,0.16545,0.05,0.777152176,0.199,0.003022061,0.000120882
0.034,0.028,0.101,0.186,0.651,2,2,0.15,0.263,0.258,0.328,2.39187,0.024,1.064014664,0.151,0.024884296,0.000192318
0.026,0.054,0.152,0.277,0.491,4,5,0.146,0.384,0.256,0.214,0.78753,0.045,0.946307602,0.154,0.003225274,0.0000254
0.059,0.048,0.208,0.231,0.454,9,10,0.2,0.425,0.255,0.12,0.0632,0.053,0.745981216,0.271,0.003006329,0
0.116,0.1,0.112,0.198,0.474,6,5,0.199,0.409,0.257,0.135,0.21341,0.04,0.907160339,0.156,0.047420458,0.000656014
0.019,0.008,0.055,0.123,0.795,1,1,0.12,0.176,0.244,0.46,16.71329,0.029,1.337789001,0.089,0.006883743,0.000113084
0.025,0.085,0.088,0.19,0.612,8,4,0.111,0.287,0.302,0.3,0.01129,0.051,0.722579346,0.172,0.001771479,0
0.045,0.013,0.099,0.188,0.655,6,4,0.097,0.287,0.413,0.203,0.39752,0.038,0.778881683,0.098,0.00311934,0
0.015,0.043,0.111,0.204,0.626,3,2,0.107,0.227,0.4,0.265,2.19186,0.051,0.726085815,0.161,0.004293157,0.0000319
0.045,0.019,0.098,0.276,0.562,6,6,0.096,0.276,0.44,0.187,0.45905,0.038,0.848612976,0.121,0.002723015,0.0000218
0.027,0.031,0.092,0.151,0.7,6,4,0.306,0.237,0.303,0.154,0.21547,0.128,0.734217834,0.12,0.014990486,0.000185641
0.018,0.016,0.039,0.121,0.806,1,1,0.106,0.176,0.301,0.417,11.53526,0.031,1.324931946,0.079,0.006767078,0.000104896
0.01,0.135,0.112,0.196,0.547,7,8,0.19,0.315,0.352,0.143,0.27812,0.057,0.609017334,0.179,0.003164102,0
0.028,0.042,0.072,0.183,0.675,1,1,0.069,0.212,0.382,0.337,1.92843,0.035,1.071857529,0.087,0.003303205,0.00000519
0.021,0.022,0.059,0.156,0.741,2,2,0.247,0.229,0.317,0.207,9.99101,0.072,0.707832336,0.205,0.015096572,0.000138124
0.028,0.026,0.146,0.206,0.594,6,6,0.247,0.282,0.332,0.139,0.28393,0.061,0.69236412,0.121,0.010706864,0.0000352
0.042,0.006,0.018,0.069,0.865,5,8,0.097,0.235,0.371,0.298,1.35558,0.036,0.635813141,0.191,0.001718821,0.0000295
0.001,0.005,0.03,0.128,0.836,3,2,0.31,0.245,0.3,0.145,1.81215,0.183,0.598112488,0.22,0.05192175,0.001208509
0.033,0.011,0.008,0.058,0.889,7,11,0.112,0.293,0.335,0.261,0.18039,0.035,0.741143723,0.117,0.002494595,0.0000554
0.022,0.028,0.105,0.177,0.668,2,2,0.262,0.277,0.3,0.161,9.00202,0.077,0.662061844,0.19,0.022284998,0.000159964
0.075,0.016,0.049,0.094,0.766,3,2,0.263,0.255,0.347,0.135,1.5294,0.079,0.71244545,0.16,0.028638682,0.000366157
0.003,0.004,0.007,0.136,0.849,4,5,0.148,0.301,0.393,0.158,0.64386,0.05,0.583129196,0.183,0.003028609,0.0000155
0.064,0.068,0.162,0.225,0.482,7,8,0.172,0.332,0.375,0.12,0.30573,0.046,0.66663765,0.165,0.019559742,0
